,Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Won,Lost,Won%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Pass Cmp,Pass Att,Cmp%,KP,1/3.1,PPA,CrsPA,PrgP,TotDist.1,PrgDist.1,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges,Challenge Att,Challenge%,Challenge Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
704,Antonio Raillo,CB,2023-2024,31,Spain,Mallorca,La Liga,26,2195,24.4,25,1,3,3,2,5,3,0,0,0,691.0,4771,2963.0,24,11,1.0,10,7,762,4,990.0,1159,85.4,8,61,2.0,0,80,19217.0,7350,337,384.0,87.8,544,598,91.0,103,150,68.7,30,23,18.0,12,0,17,23,73.9,6,44,30.0,14,37.0,67,104,2.0,123,59,67.6
705,Sergio Ramos,CB,2023-2024,37,Spain,Sevilla,La Liga,28,2517,28.0,28,0,3,3,0,3,3,0,0,0,994.0,5262,2701.0,11,10,3.0,13,6,1192,5,1356.0,1524,89.0,4,103,3.0,0,81,29709.0,10962,387,420.0,92.1,712,754,94.4,248,325,76.3,45,30,32.0,11,2,27,40,67.5,13,35,30.0,5,41.0,86,156,0.0,80,41,66.1
706,Luca Ranieri,CB,2023-2024,24,Italy,Fiorentina,Serie A,26,2065,22.9,23,3,10,2,1,3,2,0,0,0,937.0,4601,2808.0,17,22,0.0,13,0,1013,5,1142.0,1362,83.8,7,95,11.0,2,99,23351.0,8689,350,385.0,90.9,617,682,90.5,165,265,62.3,14,10,11.0,1,2,8,13,61.5,5,25,11.0,14,29.0,43,64,0.0,40,38,51.3
707,Andrei Ratiu,RB,2023-2024,25,Romania,Rayo Vallecano,La Liga,12,630,7.0,6,6,22,0,0,0,0,0,0,0,178.0,1299,729.0,28,19,8.0,14,7,219,25,245.0,313,78.3,6,15,5.0,3,19,3843.0,1243,135,159.0,84.9,90,108,83.3,16,27,59.3,12,4,6.0,5,1,8,15,53.3,7,4,1.0,3,0.0,12,12,0.0,6,7,46.2
708,David Raum,LB,2023-2024,25,Germany,RB Leipzig,Bundesliga,31,2739,30.4,31,0,2,2,8,10,2,0,0,0,1223.0,5411,2900.0,77,44,15.0,33,15,1474,246,1566.0,2154,72.7,68,92,62.0,34,131,28030.0,10264,680,769.0,88.4,697,906,76.9,162,371,43.7,58,35,24.0,29,5,34,58,58.6,24,51,9.0,42,27.0,85,82,2.0,27,20,57.4
709,Tim Ream,CB,2023-2024,35,United States,Fulham,Premier League,18,1503,16.7,17,1,13,1,0,1,1,0,0,0,739.0,4157,2723.0,11,6,2.0,6,3,811,3,944.0,1060,89.1,0,78,1.0,0,65,18892.0,6949,308,333.0,92.5,515,559,92.1,110,143,76.9,20,9,13.0,5,2,9,18,50.0,9,23,15.0,8,25.0,45,61,2.0,25,19,56.8
710,Sergio Reguilón,LB,2023-2024,26,Spain,Brentford,Premier League,25,1530,17.0,18,7,5,0,4,4,0,0,0,0,502.0,2835,1601.0,45,29,4.0,30,6,549,78,595.0,836,71.2,28,37,21.0,15,65,9726.0,3982,298,351.0,84.9,231,312,74.0,50,108,46.3,58,28,32.0,20,6,32,57,56.1,25,33,6.0,27,21.0,79,48,1.0,19,29,39.6
711,Chadi Riad,CB,2023-2024,20,Morocco,Betis,La Liga,26,2164,24.0,24,2,7,0,0,0,0,0,0,0,831.0,3955,1926.0,4,7,0.0,9,2,937,1,1074.0,1198,89.6,2,20,0.0,0,34,19044.0,5584,423,451.0,93.8,568,600,94.7,62,111,55.9,35,24,17.0,18,0,17,27,63.0,10,23,14.0,9,23.0,58,108,0.0,44,38,53.7
712,Alexsandro Ribeiro,CB,2023-2024,23,Brazil,Lille,Ligue 1,29,2220,24.7,24,5,3,0,0,0,0,0,0,0,1584.0,7890,3888.0,15,10,2.0,15,7,1495,7,1615.0,1804,89.5,5,83,5.0,0,82,29871.0,10802,584,618.0,94.5,868,934,92.9,128,201,63.7,32,22,24.0,8,0,16,31,51.6,15,25,15.0,10,35.0,67,116,5.0,39,17,69.6
713,Chris Richards,CB,2023-2024,23,United States,Crystal Palace,Premier League,26,2094,23.3,23,3,9,1,1,2,1,0,0,0,574.0,2313,890.0,1,6,0.0,7,4,678,1,778.0,942,82.6,6,41,2.0,0,43,13337.0,4341,362,413.0,87.7,341,389,87.7,58,100,58.0,46,28,21.0,22,3,20,30,66.7,10,32,12.0,20,27.0,73,109,0.0,61,44,58.1
714,Diego Rico,LB,2023-2024,30,Spain,Getafe,La Liga,32,2535,28.2,28,4,3,0,7,7,0,0,0,0,758.0,3025,1419.0,28,36,1.0,33,20,840,79,993.0,1495,66.4,39,106,40.0,32,119,17450.0,8646,482,570.0,84.6,384,566,67.8,104,267,39.0,64,48,32.0,23,9,41,76,53.9,35,25,8.0,17,41.0,105,76,0.0,29,20,59.2
715,Clemens Riedel,CB,2023-2024,20,Germany,Darmstadt 98,Bundesliga,14,755,8.4,9,5,6,0,0,0,0,0,0,0,424.0,2084,1146.0,4,10,0.0,3,2,460,27,490.0,576,85.1,6,37,3.0,0,47,9609.0,3088,164,185.0,88.6,266,286,93.0,55,84,65.5,22,13,16.0,5,1,15,24,62.5,9,11,3.0,8,11.0,33,26,0.0,11,14,44.0
716,Rodrigo Riquelme,LWB,2023-2024,23,Spain,Atlético Madrid,La Liga,34,1528,17.0,17,17,4,3,5,8,3,0,0,0,586.0,3981,2241.0,87,54,28.0,47,16,619,166,501.0,673,74.4,28,25,30.0,8,53,6902.0,2141,317,367.0,86.4,134,179,74.9,26,59,44.1,30,19,18.0,4,8,18,46,39.1,28,19,0.0,19,9.0,39,20,0.0,5,16,23.8
717,Mihailo Ristić,LB,2023-2024,27,Serbia,Celta Vigo,La Liga,12,808,9.0,9,3,7,0,0,0,0,0,0,0,326.0,1911,1006.0,24,22,3.0,16,8,330,42,371.0,513,72.3,6,31,3.0,3,30,5752.0,2352,205,233.0,88.0,137,172,79.7,21,71,29.6,15,9,9.0,6,0,9,12,75.0,3,9,2.0,7,10.0,25,23,0.0,9,7,56.3
718,Connor Roberts,RB,2023-2024,27,Wales,Burnley,Premier League,14,823,9.1,8,6,5,0,1,1,0,0,0,0,309.0,1163,620.0,6,10,0.0,3,1,358,13,395.0,495,79.8,7,32,8.0,2,38,6987.0,2370,162,182.0,89.0,194,222,87.4,34,67,50.7,12,5,6.0,4,2,8,17,47.1,9,8,6.0,2,4.0,16,25,2.0,6,7,46.2
719,Andrew Robertson,LB,2023-2024,29,Scotland,Liverpool,Premier League,23,1693,18.8,18,5,0,3,2,5,3,0,0,0,979.0,4623,2638.0,63,40,6.0,18,6,1160,130,1248.0,1547,80.7,62,118,26.0,12,140,21306.0,7231,609,654.0,93.1,495,587,84.3,122,239,51.0,35,24,21.0,11,3,26,43,60.5,17,20,6.0,14,13.0,48,40,0.0,14,12,53.8
720,Antonee Robinson,LB,2023-2024,25,United States,Fulham,Premier League,37,3265,36.3,37,0,0,0,6,6,0,0,0,0,1267.0,7547,4004.0,99,70,9.0,47,16,1376,194,1514.0,2054,73.7,33,113,46.0,26,129,27304.0,9830,664,796.0,83.4,643,813,79.1,176,324,54.3,93,58,60.0,26,7,52,110,47.3,58,56,8.0,48,80.0,173,117,3.0,42,27,60.9
721,Jack Robinson,CB,2023-2024,29,England,Sheffield Utd,Premier League,34,2885,32.1,31,3,0,1,1,2,1,0,0,0,685.0,2943,1429.0,8,6,1.0,18,5,785,14,894.0,1254,71.3,12,66,7.0,4,63,17460.0,7680,318,364.0,87.4,452,554,81.6,113,286,39.5,43,28,29.0,14,0,25,39,64.1,14,49,33.0,16,33.0,76,132,2.0,69,45,60.5
722,Ricardo Rodríguez,LB,2023-2024,30,Switzerland,Torino,Serie A,35,2772,30.8,34,1,2,1,2,3,1,0,0,0,1134.0,6330,3677.0,61,36,4.0,10,4,1291,40,1401.0,1677,83.5,20,119,25.0,12,127,23641.0,8173,669,708.0,94.5,584,689,84.8,117,213,54.9,45,26,21.0,22,2,28,45,62.2,17,22,9.0,13,24.0,69,64,2.0,41,29,58.6
723,Mads Roerslev,RWB,2023-2024,24,Denmark,Brentford,Premier League,34,1985,22.1,22,12,3,1,2,3,1,0,0,0,448.0,1985,864.0,18,12,6.0,23,15,520,90,496.0,742,66.8,15,32,23.0,21,43,8448.0,2978,238,301.0,79.1,202,297,68.0,47,93,50.5,48,31,34.0,9,5,27,54,50.0,27,15,3.0,12,19.0,67,71,0.0,14,27,34.1
724,Rogério,LB,2023-2024,25,Brazil,Wolfsburg,Bundesliga,13,906,10.1,10,3,3,1,0,1,1,0,0,0,364.0,2102,1019.0,27,16,4.0,12,8,369,42,455.0,552,82.4,6,29,11.0,8,57,7185.0,2809,241,262.0,92.0,181,222,81.5,24,39,61.5,14,6,7.0,5,2,10,14,71.4,4,16,5.0,11,5.0,19,23,1.0,7,14,33.3
725,Alessio Romagnoli,CB,2023-2024,28,Italy,Lazio,Serie A,29,2411,26.8,26,3,0,0,0,0,0,0,0,0,981.0,4361,2024.0,7,2,0.0,9,0,1347,2,1604.0,1759,91.2,6,82,5.0,1,87,27365.0,9970,670,703.0,95.3,804,849,94.7,96,153,62.7,25,18,14.0,11,0,16,24,66.7,8,29,17.0,12,29.0,54,115,0.0,76,54,58.5
726,Simone Romagnoli,CB,2023-2024,33,Italy,Frosinone,Serie A,33,2715,30.2,30,3,3,1,1,2,1,0,0,0,706.0,3315,1598.0,2,2,0.0,4,0,934,2,1221.0,1421,85.9,3,22,0.0,0,47,21605.0,8093,481,535.0,89.9,636,701,90.7,80,140,57.1,35,15,23.0,11,1,15,20,75.0,5,51,36.0,15,29.0,64,147,0.0,97,78,55.4
727,Carlos Romero,LB,2023-2024,21,Spain,Villarreal,La Liga,7,262,2.9,2,5,7,0,0,0,0,0,0,0,83.0,524,257.0,6,3,1.0,5,2,102,21,113.0,164,68.9,0,5,1.0,0,6,1883.0,736,60,74.0,81.1,45,62,72.6,7,19,36.8,11,5,8.0,1,2,7,12,58.3,5,3,0.0,3,1.0,12,11,0.0,1,2,33.3
728,Cristian Romero,CB,2023-2024,25,Argentina,Tottenham,Premier League,33,2790,31.0,33,0,0,5,0,5,5,0,0,0,1957.0,9359,6026.0,32,42,0.0,12,4,2071,8,2390.0,2606,91.7,7,189,14.0,0,179,41458.0,16198,966,1035.0,93.3,1279,1341,95.4,111,158,70.3,66,40,35.0,25,6,32,44,72.7,12,46,22.0,24,44.0,110,106,1.0,87,39,69.0
729,Frank Ronstadt,RWB,2023-2024,26,Germany,Darmstadt 98,Bundesliga,4,76,0.8,0,4,2,0,0,0,0,0,0,0,33.0,190,117.0,3,2,0.0,1,2,39,4,35.0,42,83.3,2,2,2.0,1,2,479.0,178,21,23.0,91.3,13,15,86.7,0,1,0.0,1,0,0.0,1,0,0,1,0.0,1,1,0.0,1,1.0,2,3,0.0,1,0,100.0
730,Valentin Rosier,RB,2023-2024,26,France,Nice,Ligue 1,3,53,0.6,0,3,2,0,0,0,0,0,0,0,24.0,196,102.0,3,3,1.0,2,1,21,2,28.0,33,84.8,2,2,2.0,0,5,401.0,158,15,17.0,88.2,11,12,91.7,0,2,0.0,1,0,1.0,0,0,0,0,,0,1,0.0,1,2.0,3,5,0.0,1,0,100.0
731,Anthony Rouault,CB,2023-2024,22,France,Toulouse,Ligue 1,22,1010,11.2,11,11,7,0,2,2,0,0,0,0,639.0,2713,1556.0,8,5,0.0,7,3,753,10,824.0,931,88.5,8,64,5.0,1,68,13730.0,5543,406,435.0,93.3,344,373,92.2,61,90,67.8,21,12,14.0,5,2,13,21,61.9,8,14,8.0,6,8.0,29,28,0.0,19,27,41.3
732,Jérôme Roussillon,CB,2023-2024,30,France,Union Berlin,Bundesliga,23,752,8.4,8,15,3,0,1,1,0,0,0,0,217.0,931,516.0,10,9,2.0,16,8,213,29,263.0,355,74.1,8,21,6.0,3,38,4307.0,2077,135,160.0,84.4,105,137,76.6,18,39,46.2,16,9,6.0,7,3,8,12,66.7,4,13,4.0,9,5.0,21,26,0.0,9,8,52.9
733,Amir Rrahmani,CB,2023-2024,29,Kosovo,Napoli,Serie A,30,2600,28.9,30,0,3,3,0,3,3,0,0,0,1557.0,7914,4596.0,19,15,1.0,7,6,1792,4,2028.0,2255,89.9,14,153,3.0,0,113,39408.0,13051,735,776.0,94.7,1008,1067,94.5,260,366,71.0,33,27,17.0,14,2,16,32,50.0,16,24,10.0,14,20.0,53,90,0.0,79,46,63.2
734,Ruan,CB,2023-2024,24,Brazil,Sassuolo,Serie A,26,1516,16.8,16,10,7,0,0,0,0,0,0,0,418.0,2099,978.0,8,4,0.0,6,2,457,6,593.0,698,85.0,4,22,3.0,0,33,11580.0,3616,190,218.0,87.2,327,367,89.1,66,91,72.5,25,15,11.0,10,4,10,18,55.6,8,18,15.0,3,24.0,49,68,2.0,34,27,55.7
735,Antonio Rüdiger,CB,2023-2024,30,Germany,Real Madrid,La Liga,33,2709,30.1,30,3,1,1,0,1,1,0,0,0,1337.0,6743,4149.0,17,10,1.0,4,2,1525,1,1630.0,1815,89.8,5,90,11.0,2,88,30058.0,11111,625,654.0,95.6,860,908,94.7,130,219,59.4,26,15,18.0,4,4,16,20,80.0,4,27,20.0,7,11.0,37,89,0.0,49,23,68.1
736,Daniele Rugani,CB,2023-2024,29,Italy,Juventus,Serie A,17,1187,13.2,13,4,21,2,0,2,2,0,0,0,451.0,2006,899.0,2,4,0.0,3,2,501,2,564.0,636,88.7,3,54,1.0,0,46,10905.0,3696,163,176.0,92.6,355,378,93.9,44,70,62.9,11,9,7.0,3,1,4,5,80.0,1,11,4.0,7,9.0,20,42,0.0,25,24,51.0
737,Matteo Ruggeri,CB,2023-2024,21,Italy,Atalanta,Serie A,34,2449,27.2,28,6,3,0,4,4,0,0,0,0,862.0,4276,2186.0,55,40,5.0,29,10,1116,132,1250.0,1562,80.0,24,86,31.0,23,142,19172.0,6806,697,780.0,89.4,462,560,82.5,68,148,45.9,29,15,14.0,7,8,16,30,53.3,14,46,4.0,42,23.0,52,44,0.0,49,36,57.6
738,Mário Rui,LB,2023-2024,32,Portugal,Napoli,Serie A,21,1205,13.4,14,7,10,0,2,2,0,0,0,0,623.0,2907,1775.0,33,21,1.0,10,9,812,59,860.0,1068,80.5,26,89,19.0,7,90,15400.0,5240,369,406.0,90.9,366,434,84.3,99,181,54.7,27,15,17.0,5,5,14,21,66.7,7,17,2.0,15,15.0,42,19,0.0,10,27,27.0
739,Aitor Ruibal,RB,2023-2024,27,Spain,Betis,La Liga,18,1017,11.3,11,7,13,2,1,3,2,0,0,0,380.0,1932,1016.0,22,15,9.0,19,9,409,50,445.0,586,75.9,11,37,14.0,3,54,7163.0,2899,252,280.0,90.0,148,190,77.9,37,79,46.8,46,27,28.0,13,5,32,59,54.2,27,12,1.0,11,14.0,60,33,1.0,4,9,30.8
740,Julian Ryerson,RB,2023-2024,25,Norway,Dortmund,Bundesliga,21,1767,19.6,20,1,3,4,1,5,4,0,0,0,813.0,4244,2096.0,41,41,6.0,29,26,867,118,974.0,1129,86.3,14,46,7.0,5,64,14916.0,3144,503,549.0,91.6,399,448,89.1,43,70,61.4,41,23,26.0,11,4,27,47,57.4,20,31,7.0,24,10.0,51,35,3.0,8,12,40.0
741,Youssouf Sabaly,RB,2023-2024,30,Senegal,Betis,La Liga,12,1046,11.6,12,0,5,0,1,1,0,0,0,0,437.0,2179,1089.0,31,22,2.0,18,13,488,43,540.0,656,82.3,4,33,10.0,1,47,7544.0,2477,314,352.0,89.2,192,223,86.1,16,38,42.1,16,11,12.0,3,1,8,12,66.7,4,6,3.0,3,11.0,27,27,0.0,10,13,43.5
742,Stefano Sabelli,RB,2023-2024,30,Italy,Genoa,Serie A,32,2429,27.0,30,2,2,0,1,1,0,0,0,0,616.0,3388,1772.0,69,44,4.0,39,11,684,101,611.0,977,62.5,20,58,35.0,15,88,10552.0,4661,307,377.0,81.4,228,347,65.7,61,164,37.2,50,24,28.0,19,3,15,46,32.6,31,27,6.0,21,23.0,73,35,0.0,16,22,42.1
743,Falaye Sacko,CB,2023-2024,28,Mali,Montpellier,Ligue 1,19,1382,15.4,15,4,6,0,1,1,0,0,0,0,548.0,3276,1612.0,38,28,5.0,14,7,472,42,605.0,784,77.2,7,39,13.0,6,63,10049.0,3666,267,311.0,85.9,275,343,80.2,41,84,48.8,28,16,13.0,10,5,21,32,65.6,11,19,7.0,12,24.0,52,37,0.0,15,23,39.5
744,Modibo Sagnan,CB,2023-2024,24,Mali,Montpellier,Ligue 1,13,1054,11.7,12,1,1,2,0,2,2,0,0,0,447.0,2290,1211.0,7,3,0.0,6,3,408,5,442.0,517,85.5,3,27,0.0,0,25,8897.0,3096,124,147.0,84.4,236,256,92.2,66,89,74.2,34,22,23.0,9,2,15,25,60.0,10,13,9.0,4,15.0,49,67,0.0,20,10,66.7
745,Théo Sainte-Luce,LB,2023-2024,24,France,Montpellier,Ligue 1,6,346,3.8,3,3,7,0,0,0,0,0,0,0,120.0,639,326.0,8,6,1.0,5,1,110,6,136.0,172,79.1,1,10,0.0,0,15,2097.0,901,67,73.0,91.8,60,75,80.0,5,14,35.7,17,7,10.0,6,1,11,19,57.9,8,9,4.0,5,3.0,20,15,0.0,3,4,42.9
746,Mamadou Sakho,CB,2023-2024,33,France,Montpellier,Ligue 1,1,7,0.1,0,1,5,0,0,0,0,0,0,0,15.0,50,36.0,0,0,0.0,0,0,15,0,15.0,16,93.8,0,0,0.0,0,1,192.0,105,8,8.0,100.0,6,6,100.0,0,0,,1,1,1.0,0,0,1,1,100.0,0,0,0.0,0,0.0,1,1,0.0,1,1,50.0
747,Kike Salas,CB,2023-2024,21,Spain,Sevilla,La Liga,23,1605,17.8,19,4,6,3,0,3,3,0,0,0,584.0,2361,1105.0,11,3,1.0,10,8,751,16,794.0,1009,78.7,5,54,6.0,2,61,13465.0,4857,367,421.0,87.2,367,433,84.8,47,118,39.8,41,23,26.0,12,3,22,36,61.1,14,25,14.0,11,26.0,67,91,1.0,66,40,62.3
748,William Saliba,CB,2023-2024,22,France,Arsenal,Premier League,38,3420,38.0,38,0,0,2,1,3,2,0,0,0,1992.0,9002,5201.0,16,22,1.0,22,13,2297,6,2635.0,2851,92.4,6,175,6.0,1,157,43599.0,15948,1202,1274.0,94.3,1298,1373,94.5,104,150,69.3,41,26,28.0,12,1,20,27,74.1,7,32,17.0,15,29.0,70,81,3.0,72,49,59.5
749,Mohammed Salisu,CB,2023-2024,24,Ghana,Monaco,Ligue 1,12,1035,11.5,11,1,5,0,1,1,0,0,0,0,639.0,3462,1671.0,7,13,0.0,5,1,588,6,657.0,778,84.4,3,88,4.0,0,72,11352.0,4819,269,302.0,89.1,335,372,90.1,37,75,49.3,27,12,11.0,13,3,17,26,65.4,9,21,12.0,9,22.0,49,44,0.0,36,21,63.2
750,Yoann Salmier,CB,2023-2024,30,French Guiana,Le Havre,Ligue 1,20,1568,17.4,18,2,12,1,1,2,1,0,0,0,575.0,3006,1489.0,8,16,0.0,10,4,511,8,612.0,767,79.8,6,43,7.0,1,48,10586.0,4640,271,302.0,89.7,274,322,85.1,50,117,42.7,22,10,13.0,6,3,13,20,65.0,7,21,15.0,6,21.0,43,57,0.0,29,21,58.0
751,Junior Sambia,RWB,2023-2024,26,France,Salernitana,Serie A,18,1032,11.5,10,8,20,1,2,3,1,0,0,0,308.0,1573,868.0,23,20,9.0,16,12,393,37,397.0,508,78.1,12,30,10.0,5,41,6404.0,2412,213,238.0,89.5,135,182,74.2,38,63,60.3,12,5,8.0,1,3,6,11,54.5,5,15,7.0,8,11.0,23,28,0.0,23,12,65.7
752,Ricard Sánchez,RB,2023-2024,23,Spain,Granada,La Liga,33,2295,25.5,25,8,4,3,0,3,3,0,0,0,641.0,3601,1929.0,49,35,4.0,37,15,703,103,820.0,1091,75.2,22,63,29.0,18,84,13571.0,5329,443,510.0,86.9,285,367,77.7,71,139,51.1,29,18,15.0,8,6,12,24,50.0,12,32,4.0,28,13.0,42,64,0.0,19,18,51.4
753,Davinson Sánchez,CB,2023-2024,27,Colombia,Tottenham,Premier League,1,77,0.9,0,1,3,0,0,0,0,0,0,0,68.0,238,80.0,0,2,0.0,1,0,66,0,68.0,75,90.7,0,13,0.0,0,2,1045.0,377,37,38.0,97.4,27,29,93.1,3,6,50.0,0,0,0.0,0,0,0,0,,0,3,2.0,1,1.0,1,2,0.0,3,1,75.0
754,Juanlu Sánchez,RB,2023-2024,19,Spain,Sevilla,La Liga,26,1181,13.1,11,15,11,0,2,2,0,0,0,0,446.0,2381,1373.0,42,21,7.0,21,4,529,112,577.0,730,79.0,17,37,20.0,10,50,8548.0,2813,343,389.0,88.2,204,249,81.9,21,50,42.0,56,35,34.0,18,4,34,58,58.6,24,24,7.0,17,12.0,68,36,0.0,14,15,48.3
755,Manu Sánchez,LB,2023-2024,22,Spain,Celta Vigo,La Liga,26,1775,19.7,20,6,11,0,5,5,0,0,0,0,508.0,2954,1490.0,41,25,5.0,32,11,527,67,656.0,866,75.8,20,51,25.0,14,74,10322.0,4222,357,411.0,86.9,244,307,79.5,39,84,46.4,54,28,21.0,25,8,31,55,56.4,24,23,3.0,20,19.0,73,65,0.0,9,21,30.0
756,Alex Sandro,LB,2023-2024,32,Brazil,Juventus,Serie A,16,721,8.0,8,8,9,1,0,1,1,0,0,0,343.0,1804,1068.0,16,9,0.0,7,4,408,9,479.0,555,86.3,5,45,7.0,3,43,8623.0,3028,187,200.0,93.5,246,271,90.8,40,68,58.8,13,7,7.0,6,0,4,5,80.0,1,13,7.0,6,15.0,28,23,0.0,12,9,57.1
757,Sadibou Sané,CB,2023-2024,19,Senegal,Metz,Ligue 1,14,846,9.4,9,5,8,0,0,0,0,0,0,0,248.0,1652,829.0,8,3,1.0,4,0,224,8,254.0,317,80.1,1,10,2.0,2,19,5406.0,1557,69,82.0,84.1,140,161,87.0,43,68,63.2,19,12,16.0,2,1,6,7,85.7,1,14,9.0,5,8.0,27,64,0.0,13,12,52.0
758,Arouna Sangante,CB,2023-2024,21,Senegal,Le Havre,Ligue 1,30,2687,29.9,30,0,1,0,0,0,0,0,0,0,1163.0,6282,2969.0,20,23,2.0,19,15,1045,27,1233.0,1521,81.1,17,93,9.0,2,107,24085.0,9176,453,525.0,86.3,586,667,87.9,166,270,61.5,53,33,27.0,23,3,24,40,60.0,16,35,18.0,17,66.0,119,93,2.0,50,42,54.3
759,Tiago Santos,RB,2023-2024,21,Portugal,Lille,Ligue 1,29,2365,26.3,26,3,4,1,2,3,1,0,0,0,1167.0,7938,3810.0,89,55,22.0,44,26,1080,137,1113.0,1396,79.7,27,83,25.0,10,105,18957.0,4850,509,582.0,87.5,483,582,83.0,94,178,52.8,63,42,31.0,19,13,30,52,57.7,22,24,5.0,19,15.0,78,37,0.0,12,23,34.3
760,Paco Sanz,CB,2023-2024,18,Spain,Almería,La Liga,1,24,0.3,0,1,7,0,0,0,0,0,0,0,5.0,12,11.0,0,0,0.0,1,0,8,0,7.0,10,70.0,0,0,0.0,0,0,154.0,79,2,3.0,66.7,4,5,80.0,1,2,50.0,0,0,0.0,0,0,0,1,0.0,1,0,0.0,0,0.0,0,4,0.0,1,0,100.0
761,Bouna Sarr,RB,2023-2024,31,Senegal,Bayern Munich,Bundesliga,2,106,1.2,1,1,8,0,0,0,0,0,0,0,58.0,256,136.0,3,2,1.0,2,0,80,4,92.0,104,88.5,0,9,1.0,1,2,1371.0,286,53,58.0,91.4,35,40,87.5,3,4,75.0,2,0,1.0,1,0,2,2,100.0,0,3,0.0,3,0.0,2,1,0.0,1,1,50.0
762,Mamadou Sarr,CB,2023-2024,17,France,Lyon,Ligue 1,1,8,0.1,0,1,8,0,0,0,0,0,0,0,4.0,13,5.0,0,0,0.0,0,0,4,0,4.0,4,100.0,0,0,0.0,0,0,57.0,7,2,2.0,100.0,2,2,100.0,0,0,,0,0,0.0,0,0,0,0,,0,0,0.0,0,0.0,0,0,0.0,0,0,
763,Stefan Savić,CB,2023-2024,32,Montenegro,Atlético Madrid,La Liga,23,1630,18.1,19,4,9,0,0,0,0,0,0,0,675.0,3586,2334.0,14,6,0.0,5,0,760,2,820.0,989,82.9,1,59,7.0,2,66,14666.0,5999,335,364.0,92.0,402,443,90.7,68,141,48.2,27,19,16.0,7,4,15,30,50.0,15,29,15.0,14,27.0,54,61,1.0,46,32,59.0
764,Saba Sazonov,CB,2023-2024,21,Georgia,Torino,Serie A,12,356,4.0,2,10,20,0,0,0,0,0,0,0,136.0,710,290.0,0,0,0.0,3,0,143,0,163.0,187,87.2,1,4,0.0,0,8,3225.0,887,53,55.0,96.4,88,97,90.7,21,29,72.4,9,7,4.0,5,0,3,3,100.0,0,8,5.0,3,3.0,12,22,0.0,10,10,50.0
765,Joe Scally,RB,2023-2024,20,United States,Gladbach,Bundesliga,31,2236,24.8,25,6,3,1,4,5,1,0,0,0,911.0,4302,1921.0,39,33,6.0,22,21,997,75,1052.0,1312,80.2,16,38,15.0,10,75,16405.0,5910,561,619.0,90.6,392,477,82.2,67,134,50.0,41,28,21.0,17,3,23,40,57.5,17,31,11.0,20,18.0,59,78,2.0,22,32,40.7
766,Giorgio Scalvini,CB,2023-2024,19,Italy,Atalanta,Serie A,33,2544,28.3,31,2,0,1,3,4,1,0,0,0,951.0,4341,2433.0,30,22,6.0,22,12,1174,33,1272.0,1564,81.3,11,89,14.0,2,116,20712.0,7854,646,721.0,89.6,533,622,85.7,73,157,46.5,53,33,29.0,19,5,19,40,47.5,21,44,17.0,27,59.0,112,71,0.0,80,40,66.7
767,Fabian Schär,CB,2023-2024,31,Switzerland,Newcastle Utd,Premier League,36,3054,33.9,35,1,0,4,1,5,4,0,0,0,1490.0,7974,4981.0,28,42,1.0,17,12,1677,20,1762.0,2128,82.8,10,145,18.0,3,133,36227.0,14874,588,647.0,90.9,894,985,90.8,261,437,59.7,42,24,27.0,13,2,18,40,45.0,22,50,38.0,12,36.0,78,133,1.0,69,70,49.6
768,Keven Schlotterbeck,CB,2023-2024,26,Germany,Bochum,Bundesliga,27,2185,24.3,24,3,3,5,1,6,5,0,0,0,580.0,2496,1414.0,9,4,2.0,12,0,635,15,802.0,1027,78.1,10,53,5.0,1,93,15211.0,6371,282,344.0,82.0,434,503,86.3,78,140,55.7,42,22,26.0,14,2,25,30,83.3,5,33,23.0,10,33.0,75,104,2.0,112,70,61.5
769,Nico Schlotterbeck,CB,2023-2024,23,Germany,Dortmund,Bundesliga,33,2859,31.8,32,1,1,2,1,3,2,0,0,0,1883.0,9985,6376.0,55,42,2.0,19,3,2160,11,2381.0,2681,88.8,16,193,19.0,0,186,46631.0,16883,822,869.0,94.6,1247,1339,93.1,282,399,70.7,70,50,36.0,27,7,41,65,63.1,24,52,25.0,27,45.0,115,101,3.0,58,41,58.6
770,Kenneth Schmidt,CB,2023-2024,21,Germany,Freiburg,Bundesliga,5,68,0.8,0,5,7,0,0,0,0,0,0,0,29.0,143,37.0,2,0,0.0,0,1,28,3,43.0,48,89.6,2,2,1.0,1,4,749.0,239,18,18.0,100.0,22,25,88.0,2,2,100.0,2,2,2.0,0,0,2,4,50.0,2,1,0.0,1,1.0,3,2,0.0,1,1,50.0
