Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,Cmp,Att,Cmp%,KP,PPA,CrsPA,PrgP,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Touches,Def 3rd Touch,Mid 3rd Touch,Att 3rd Touch,Live,Carries,TotDist,PrgDist,PrgC,1/3C,CPA,Mis,Dis,Sh,G/Sh,G/SoT,SoT,SoT%,Sh Dist,FK,xG,npxG,xA,G-xG,Live,Dead,FK,Sw,Crs,TI,CK,Head Won,Head Lost,Head Won%
Keyliane Abdallah,RW,2023-2024,17,fr FRA,Marseille,fr Ligue 1,1,4,0,0,1,1,1,100,0,0,0,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,1,0,1,0,1,1,3,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Matthis Abline,ST,2023-2024,20,fr FRA,2 Teams,fr Ligue 1,22,1044,11.6,12,10,162,231,70.1,17,7,2,20,91,128,71.1,52,68,76.5,9,11,81.8,5,0,5,5,0,0,0,386,36,153,209,386,294,1979,906,28,24,14,50,14,42,0.12,0.26,19,45.2,17.4,0,3.8,3.8,0.9,+1.2,218,12,0,1,7,1,0,15,27,35.7
Zakaria Aboukhlal,RW,2023-2024,23,ma MAR,Toulouse,fr Ligue 1,13,754,8.4,9,4,140,196,71.4,5,9,1,20,70,95,73.7,53,66,80.3,6,8,75,3,0,3,2,1,1,0,305,27,123,161,304,233,1651,745,23,13,8,22,12,27,0.07,0.29,7,25.9,18.7,0,2.8,2,1.1,+0.2,185,11,1,0,5,9,0,6,7,46.2
Tammy Abraham,ST,2023-2024,25,eng ENG,Roma,it Serie A,8,242,2.7,2,6,19,40,47.5,3,1,0,4,14,25,56,4,9,44.4,0,1,0,1,0,1,1,0,0,0,69,4,31,34,69,37,208,111,6,2,2,9,2,4,0.25,0.5,2,50,11.9,0,0.6,0.6,0,+0.4,37,2,0,0,2,0,0,6,5,54.5
Bénie Adama Traore,LW,2023-2024,20,ci CIV,2 Teams,2 Comps,22,891,9.9,7,15,154,219,70.3,12,11,3,24,92,111,82.9,49,65,75.4,7,18,38.9,0,1,1,0,0,0,0,324,38,140,158,324,224,1657,759,30,20,10,29,16,8,0,0,5,62.5,18.3,1,1,1,1.8,-1,194,23,3,0,23,2,6,3,29,9.4
Akor Adams,ST,2023-2024,23,ng NGA,Montpellier,fr Ligue 1,32,2252,25,27,5,250,385,64.9,17,4,2,17,125,185,67.6,89,126,70.6,14,29,48.3,8,1,9,8,0,0,0,638,61,266,323,638,442,2673,1004,40,23,22,68,30,79,0.1,0.25,32,40.5,14.5,0,12.4,12.4,1.4,-4.4,375,10,0,1,12,1,0,54,69,43.9
Junior Adamu,ST,2023-2024,22,at AUT,Freiburg,de Bundesliga,15,105,1.2,0,15,18,30,60,1,1,0,1,15,17,88.2,1,9,11.1,0,1,0,0,0,0,0,0,0,0,54,7,32,18,54,29,141,48,1,1,0,5,5,2,0,0,1,50,12.1,0,0.1,0.1,0,-0.1,29,1,0,0,1,0,0,5,6,45.5
Sargis Adamyan,ST,2023-2024,30,am ARM,Köln,de Bundesliga,20,801,8.9,8,12,132,189,69.8,12,3,0,18,73,94,77.7,44,64,68.8,5,9,55.6,1,2,3,1,0,0,0,312,30,151,136,312,162,814,344,15,9,5,27,17,31,0.03,0.08,13,41.9,12.4,0,4.1,4.1,1.1,-3.1,166,22,1,2,4,2,0,14,37,27.5
Elijah Adebayo,ST,2023-2024,25,eng ENG,Luton Town,eng Premier League,27,1419,15.8,16,11,144,204,70.6,14,4,0,23,94,122,77,41,60,68.3,3,6,50,10,0,10,10,0,0,0,462,52,172,243,462,265,1516,425,16,15,13,62,34,31,0.32,0.71,14,45.2,9.6,0,5.9,5.9,0.4,+4.1,202,1,0,0,5,1,0,43,43,50
Karim Adeyemi,LW,2023-2024,21,de GER,Dortmund,de Bundesliga,21,913,10.1,10,11,218,299,72.9,9,10,1,26,135,162,83.3,61,83,73.5,8,18,44.4,3,1,4,3,0,0,0,458,69,170,227,458,310,2413,1171,52,22,27,29,25,23,0.13,0.3,10,43.5,14.6,0,3.5,3.5,1.6,-0.5,280,19,3,1,25,11,4,14,9,60.9
Simon Adingra,RW,2023-2024,21,ci CIV,Brighton,eng Premier League,31,2222,24.7,25,6,634,840,75.5,33,33,11,50,412,491,83.9,185,245,75.5,20,38,52.6,6,1,7,6,0,0,0,1159,187,364,627,1159,773,5063,2996,111,48,63,48,28,52,0.12,0.27,22,42.3,15.9,0,4.3,4.3,3.5,+1.7,815,23,3,2,76,15,5,8,12,40
Brandon Aguilera,RW,2023-2024,20,cr CRC,Nott'ham Forest,eng Premier League,1,5,0.1,0,1,4,8,50,0,0,0,0,3,6,50,1,2,50,0,0,,0,0,0,0,0,0,0,11,3,4,4,11,4,16,12,0,1,0,0,0,0,,,0,,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,
Ludovic Ajorque,ST,2023-2024,29,fr FRA,Mainz 05,de Bundesliga,26,1360,15.1,15,11,318,453,70.2,16,3,0,21,172,241,71.4,105,145,72.4,15,19,78.9,2,0,2,2,0,2,2,603,53,314,238,601,260,904,291,5,6,1,42,10,27,0.07,0.33,6,22.2,13.1,0,5.3,3.7,1.6,-3.3,423,28,2,4,3,0,0,78,91,46.2
Marley Aké,LW,2023-2024,22,fr FRA,Udinese,it Serie A,1,10,0.1,0,1,0,0,,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
David Akpan Ankeye,ST,2023-2024,21,ng NGA,Genoa,it Serie A,6,57,0.6,0,6,8,9,88.9,0,1,0,1,2,3,66.7,3,3,100,0,0,,0,0,0,0,0,0,0,17,2,6,10,17,12,109,61,3,1,1,2,0,0,,,0,,,0,0,0,0.4,0,9,0,0,0,1,0,0,0,1,0
Mohamed Ali Cho,LW,2023-2024,19,fr FRA,2 Teams,2 Comps,28,1110,12.3,12,16,231,334,69.2,15,11,2,28,134,165,81.2,78,108,72.2,12,36,33.3,1,2,3,1,0,0,0,477,51,192,247,477,357,2796,1599,64,40,19,29,18,21,0.05,0.17,6,28.6,20.6,0,1.5,1.5,1.7,-0.5,311,22,6,0,55,0,16,8,18,30.8
Faride Alidou,RW,2023-2024,22,de GER,Köln,de Bundesliga,26,1282,14.2,14,12,196,305,64.3,14,7,3,33,97,134,72.4,69,100,69,20,41,48.8,4,0,4,4,0,0,0,522,77,210,243,522,312,2561,1191,51,23,18,39,27,33,0.12,0.36,11,33.3,14.5,0,3,3,0.7,+1.0,293,12,0,2,39,7,1,18,28,39.1
Domingos André Ribeiro Almeida,ST,2023-2024,23,pt POR,Valencia,es La Liga,18,965,10.7,12,6,315,399,78.9,13,10,0,50,183,202,90.6,99,124,79.8,23,40,57.5,2,1,3,2,0,0,0,514,72,245,203,514,292,1847,861,24,27,6,20,17,10,0.2,0.5,4,40,19.3,0,0.6,0.6,0.9,+1.4,375,24,12,4,18,2,7,4,15,21.1
Miguel Almirón,RW,2023-2024,29,py PAR,Newcastle Utd,eng Premier League,33,1937,21.5,23,10,668,801,83.4,24,21,3,78,411,456,90.1,208,250,83.2,21,38,55.3,3,1,4,3,0,0,0,1029,137,430,475,1029,652,4488,2276,78,43,22,30,27,41,0.07,0.25,12,29.3,16.1,0,4.5,4.5,2.4,-1.5,788,10,2,0,24,7,1,6,7,46.2
Pontus Almqvist,RW,2023-2024,24,se SWE,Lecce,it Serie A,30,2107,23.4,25,5,351,478,73.4,27,12,4,32,224,282,79.4,85,120,70.8,17,20,85,2,1,3,2,0,0,0,779,105,332,360,779,505,4048,1930,72,47,35,59,39,40,0.05,0.13,15,37.5,19.7,0,2.3,2.3,1.8,-0.3,472,6,2,0,21,3,1,14,22,38.9
Papa Amadou Diallo,LW,2023-2024,19,sn SEN,Metz,fr Ligue 1,16,889,9.9,9,7,167,257,65,12,6,2,30,86,121,71.1,64,98,65.3,12,24,50,2,1,3,2,0,0,0,405,97,177,146,405,259,1839,806,25,18,5,28,9,13,0.15,0.4,5,38.5,14.7,0,2.6,2.6,0.7,-0.6,255,2,1,0,14,1,0,30,36,45.5
Selim Amallah,SS,2023-2024,26,ma MAR,Valencia,es La Liga,20,604,6.7,7,13,120,164,73.2,4,3,0,21,69,83,83.1,32,46,69.6,7,14,50,0,1,1,0,0,0,0,293,48,133,117,293,172,954,358,7,13,2,29,15,11,0,0,4,36.4,21.9,0,0.4,0.4,0.3,-0.4,162,2,0,0,4,0,0,11,15,42.3
Amath,RW,2023-2024,27,sn SEN,Mallorca,es La Liga,15,394,4.4,3,12,76,113,67.3,3,4,2,13,42,55,76.4,24,38,63.2,6,8,75,0,0,0,0,0,0,0,198,32,79,90,198,119,830,478,19,8,9,22,8,12,0,0,2,16.7,14.1,0,1.6,1.6,0.3,-1.6,110,2,1,0,7,1,0,6,5,54.5
Zeki Amdouni,ST,2023-2024,22,ch SUI,Burnley,eng Premier League,34,1953,21.7,27,7,396,500,79.2,16,9,0,49,216,265,81.5,141,161,87.6,24,35,68.6,5,1,6,4,1,1,0,789,94,379,337,788,468,3229,1654,63,30,20,67,32,48,0.08,0.19,21,43.8,17.8,0,5.8,5,1.3,-0.8,445,51,2,1,8,0,3,15,56,21.1
Felipe Anderson,RW,2023-2024,30,br BRA,Lazio,it Serie A,38,2770,30.8,33,5,1012,1336,75.7,42,50,4,126,601,690,87.1,320,411,77.9,47,96,49,5,6,11,5,0,0,0,1756,252,792,742,1756,897,5493,2896,108,62,26,65,32,43,0.12,0.45,11,25.6,17.3,1,4.4,4.4,4.7,+0.6,1299,29,5,6,57,18,6,15,16,48.4
Komnen Andrić,ST,2023-2024,28,rs SRB,Clermont Foot,fr Ligue 1,7,169,1.9,1,6,45,59,76.3,4,1,0,5,26,33,78.8,15,18,83.3,1,2,50,0,0,0,0,0,0,0,83,3,44,36,83,59,272,42,0,4,1,8,6,2,0,,0,0,19.1,0,0.1,0.1,0.1,-0.1,54,5,0,0,1,0,0,2,8,20
Jaidon Anthony,LW,2023-2024,23,eng ENG,Bournemouth,eng Premier League,3,152,1.7,2,1,30,45,66.7,0,1,0,8,17,20,85,10,14,71.4,1,6,16.7,0,0,0,0,0,0,0,69,15,27,27,69,36,160,77,2,2,0,5,2,2,0,0,1,50,24.5,0,0.1,0.1,0,-0.1,42,3,2,0,2,0,1,1,3,25
Michail Antonio,ST,2023-2024,33,jm JAM,West Ham,eng Premier League,26,1695,18.8,21,5,180,308,58.4,8,7,2,22,111,154,72.1,48,90,53.3,13,26,50,6,2,8,6,0,0,0,527,49,226,259,527,345,2320,1084,48,17,19,69,39,30,0.2,0.43,14,46.7,13.1,0,5.8,5.8,1.3,+0.2,288,18,1,4,27,11,0,33,53,38.4
Antony,RW,2023-2024,23,br BRA,Manchester Utd,eng Premier League,29,1324,14.7,15,14,468,595,78.7,22,29,3,64,295,348,84.8,130,153,85,16,30,53.3,1,1,2,1,0,0,0,815,106,304,428,815,549,3723,1953,53,37,23,26,19,43,0.02,0.07,15,34.9,18.9,0,3.4,3.4,1.9,-2.4,570,22,7,1,16,15,0,2,21,8.7
Christopher Antwi-Adjei,LW,2023-2024,29,gh GHA,Bochum,de Bundesliga,25,1216,13.5,11,14,274,454,60.4,24,15,7,28,154,187,82.4,80,143,55.9,31,80,38.8,2,2,4,2,0,0,0,614,74,170,378,614,318,2169,1071,50,22,17,31,24,29,0.07,0.22,9,31,18.2,0,2.2,2.2,3,-0.2,343,108,1,1,55,106,0,11,22,33.3
Stredair Appuah,LW,2023-2024,19,fr FRA,Nantes,fr Ligue 1,4,84,0.9,0,4,14,23,60.9,0,0,0,0,5,7,71.4,7,7,100,0,5,0,0,0,0,0,0,0,0,42,7,20,15,42,27,188,92,3,1,1,4,1,4,0,,0,0,23.3,0,0.4,0.4,0,-0.4,23,0,0,0,2,0,0,1,0,100
Cameron Archer,ST,2023-2024,22,eng ENG,Sheffield Utd,eng Premier League,29,1832,20.4,21,8,266,332,80.1,23,7,2,15,171,207,82.6,64,69,92.8,5,9,55.6,4,1,5,4,0,0,0,563,63,205,307,563,345,2186,984,33,29,22,61,45,42,0.1,0.44,9,21.4,16.7,0,5.5,5.5,1.4,-1.5,310,22,0,1,5,0,0,7,42,14.3
Adu Ares,RW,2023-2024,21,es ESP,Athletic Club,es La Liga,12,265,2.9,2,10,79,104,76,1,0,0,3,45,53,84.9,27,34,79.4,5,9,55.6,0,0,0,0,0,0,0,147,21,63,70,147,103,881,361,13,3,5,8,4,4,0,,0,0,21.2,0,0.1,0.1,0.1,-0.1,103,1,0,1,11,0,1,1,3,25
Matias Arezo,ST,2023-2024,20,uy URU,Granada,es La Liga,14,369,4.1,3,11,52,82,63.4,2,2,1,5,31,44,70.5,11,21,52.4,6,8,75,0,0,0,0,0,0,0,126,14,70,45,126,56,312,182,6,3,4,6,4,12,0,0,4,33.3,18.1,0,1.2,1.2,0.1,-1.2,75,7,0,0,4,1,0,11,17,39.3
José Arnaiz,LW,2023-2024,28,es ESP,Osasuna,es La Liga,26,929,10.3,9,17,233,318,73.3,14,5,1,11,136,157,86.6,65,85,76.5,21,43,48.8,2,1,3,2,0,0,0,449,37,158,256,449,259,1677,747,23,20,7,27,24,29,0.07,0.22,9,31,22.7,5,1.7,1.7,1.6,+0.3,260,58,18,3,46,3,25,11,14,44
Hákon Arnar Haraldsson,LW,2023-2024,20,is ISL,Lille,fr Ligue 1,26,1284,14.3,15,11,451,549,82.1,15,11,1,48,227,272,83.5,165,195,84.6,26,33,78.8,2,0,2,2,0,0,0,664,81,353,240,664,552,3212,1338,25,27,9,27,15,12,0.17,0.33,6,50,18.2,0,0.8,0.8,1.6,+1.2,525,21,6,4,7,4,2,1,8,11.1
Marko Arnautović,ST,2023-2024,34,at AUT,Inter,it Serie A,27,801,8.9,5,22,203,271,74.9,16,10,1,20,124,154,80.5,55,68,80.9,8,11,72.7,5,3,8,5,0,0,0,358,25,169,165,358,208,819,272,12,8,4,22,10,17,0.29,0.56,9,52.9,11.5,0,5,5,2.1,0,264,5,0,1,7,0,0,4,7,36.4
Takuma Asano,RW,2023-2024,28,jp JPN,Bochum,de Bundesliga,29,1986,22.1,26,3,262,397,66,21,13,1,32,171,217,78.8,67,96,69.8,11,26,42.3,6,1,7,6,0,0,0,636,71,218,363,636,378,2790,1280,56,27,28,47,33,65,0.09,0.26,23,35.4,14.9,0,7.9,7.9,0.9,-1.9,383,12,1,0,37,2,1,15,52,22.4
Marco Asensio,RW,2023-2024,27,es ESP,Paris S-G,fr Ligue 1,19,1113,12.4,13,6,545,656,83.1,33,22,5,71,304,334,91,185,208,88.9,27,68,39.7,4,5,9,4,0,0,0,747,74,323,358,747,612,3466,1413,36,36,6,13,9,27,0.15,0.4,10,37,19.2,1,3.2,3.2,4.3,+0.8,598,55,10,6,52,8,31,2,3,40
Joel Asoro,RW,2023-2024,24,se SWE,Metz,fr Ligue 1,20,848,9.4,10,10,94,147,63.9,8,6,3,16,47,64,73.4,29,40,72.5,11,23,47.8,2,1,3,2,0,0,0,263,59,111,101,263,178,1286,475,14,13,0,26,17,6,0.33,0.67,3,50,15.4,0,0.6,0.6,0.3,+1.4,136,10,4,0,19,1,2,17,15,53.1
Iago Aspas,ST,2023-2024,35,es ESP,Celta Vigo,es La Liga,35,2707,30.1,31,4,949,1305,72.7,90,55,6,161,475,583,81.5,320,408,78.4,98,202,48.5,9,10,19,6,3,5,2,1546,99,650,816,1541,995,5117,2527,84,61,25,52,36,74,0.08,0.26,23,31.1,20,6,11.5,7.5,9.3,-2.5,1112,190,51,15,149,8,94,7,30,18.9
Pierre-Emerick Aubameyang,ST,2023-2024,34,ga GAB,Marseille,fr Ligue 1,34,2622,29.1,30,4,444,660,67.3,27,27,5,58,261,357,73.1,141,204,69.1,16,39,41,17,8,25,13,4,4,0,960,85,377,512,956,696,4062,1628,68,34,38,42,21,112,0.12,0.28,47,42,15.8,5,20.5,17.3,4.4,-3.5,608,48,1,0,42,4,0,26,39,40
Ezequiel Ávila,RW,2023-2024,29,ar ARG,2 Teams,es La Liga,23,1162,12.9,14,9,287,462,62.1,23,20,7,45,120,152,78.9,93,148,62.8,65,126,51.6,2,3,5,2,0,0,0,599,50,230,322,599,325,1515,613,21,20,6,17,4,36,0.06,0.22,9,25,21.4,0,2.8,2.8,2.8,-0.8,401,58,14,9,91,11,32,14,25,35.9
Taiwo Awoniyi,ST,2023-2024,25,ng NGA,Nott'ham Forest,eng Premier League,20,1042,11.6,12,8,127,175,72.6,10,3,0,14,88,111,79.3,34,47,72.3,3,5,60,6,3,9,6,0,0,0,294,30,153,118,294,168,748,320,8,6,6,38,11,22,0.27,0.55,11,50,11.5,0,4.7,4.7,0.9,+1.3,169,4,0,1,1,0,0,21,48,30.4
André Ayew,ST,2023-2024,33,gh GHA,Le Havre,fr Ligue 1,19,1104,12.3,12,7,197,266,74.1,8,4,1,23,127,157,80.9,55,72,76.4,5,9,55.6,5,0,5,5,0,0,0,389,45,181,168,389,255,1466,501,14,10,5,25,20,32,0.16,0.42,12,37.5,15.1,1,3.1,3.1,0.5,+1.9,244,19,0,0,4,1,0,44,62,41.5
Jordan Ayew,LW,2023-2024,31,gh GHA,Crystal Palace,eng Premier League,35,2543,28.3,30,5,681,920,74,25,26,10,63,417,478,87.2,213,285,74.7,24,74,32.4,4,7,11,4,0,0,0,1349,182,592,598,1349,836,5509,2119,74,55,20,85,80,48,0.08,0.21,19,39.6,18.2,0,3.9,3.9,2.7,+0.1,876,42,8,5,97,10,22,33,61,35.1
Sardar Azmoun,ST,2023-2024,28,ir IRN,Roma,it Serie A,23,585,6.5,3,20,108,156,69.2,8,4,1,14,69,90,76.7,34,42,81,2,5,40,3,0,3,3,0,0,0,232,24,110,101,232,137,607,206,5,9,1,17,10,16,0.19,0.43,7,43.8,13.1,0,2.9,2.9,0.5,+0.1,152,4,1,1,2,1,0,13,15,46.4
Shavy Babicka,ST,2023-2024,23,ga GAB,Toulouse,fr Ligue 1,12,373,4.1,4,8,77,127,60.6,2,7,3,8,41,58,70.7,27,45,60,5,6,83.3,1,0,1,1,0,0,0,182,17,63,104,182,132,912,379,17,4,6,13,3,8,0.13,0.25,4,50,18.7,0,0.6,0.6,0.4,+0.4,122,3,0,0,13,3,0,5,6,45.5
Jaime Báez,LW,2023-2024,28,uy URU,Frosinone,it Serie A,11,500,5.6,6,5,141,202,69.8,8,9,0,29,68,87,78.2,50,64,78.1,16,33,48.5,1,0,1,1,0,0,0,248,31,110,111,248,143,892,431,12,6,2,11,11,9,0.11,0.5,2,22.2,23.5,1,0.5,0.5,0.8,+0.5,182,20,4,1,24,2,14,4,5,44.4
Leon Bailey,RW,2023-2024,25,jm JAM,Aston Villa,eng Premier League,35,2068,23,22,13,573,790,72.5,52,51,7,82,327,391,83.6,184,242,76,48,82,58.5,10,9,19,10,0,0,0,1040,151,318,589,1040,717,5148,2495,102,47,41,51,41,53,0.19,0.56,18,34,16.1,1,6.3,6.3,7.3,+3.7,745,40,2,7,75,9,29,14,24,36.8
Cédric Bakambu,ST,2023-2024,32,cd COD,Betis,es La Liga,4,194,2.2,2,2,26,39,66.7,3,0,0,4,14,20,70,7,12,58.3,0,0,,0,0,0,0,0,0,0,66,3,35,28,66,35,210,110,5,2,3,11,4,4,0,0,1,25,15.8,0,0.4,0.4,0.4,-0.4,35,4,0,0,0,0,0,3,7,30
Dilane Bakwa,RW,2023-2024,20,fr FRA,Strasbourg,fr Ligue 1,31,2177,24.2,25,6,587,862,68.1,49,36,10,92,282,345,81.7,214,299,71.6,64,153,41.8,3,6,9,3,0,0,0,1158,127,487,577,1158,806,6019,2898,94,76,24,49,38,44,0.07,0.25,12,27.3,19.6,4,3.2,3.2,4.6,-0.2,705,154,49,5,155,33,72,12,22,35.3
Aliou Baldé,RW,2023-2024,20,gn GUI,Nice,fr Ligue 1,7,69,0.8,0,7,15,30,50,0,0,0,2,12,17,70.6,2,9,22.2,0,1,0,0,0,0,0,0,0,0,58,5,19,36,58,35,353,161,5,5,1,2,0,3,0,0,2,66.7,19.3,0,0.1,0.1,0,-0.1,29,1,0,0,4,0,1,1,2,33.3
Folarin Balogun,ST,2023-2024,22,us USA,Monaco,fr Ligue 1,29,1692,18.8,19,10,263,365,72.1,26,11,0,30,150,187,80.2,73,98,74.5,5,16,31.3,7,5,12,7,0,3,3,620,30,248,345,617,501,2890,793,35,18,29,80,42,63,0.11,0.27,26,41.3,14,0,11,8.5,1.9,-4,333,25,1,1,7,0,0,8,33,19.5
Mohamed Bamba,ST,2023-2024,21,ci CIV,Lorient,fr Ligue 1,16,1138,12.6,14,2,185,256,72.3,14,10,0,16,96,129,74.4,69,88,78.4,3,4,75,8,3,11,7,1,1,0,405,32,195,187,404,278,1675,762,25,22,13,31,25,37,0.19,0.41,17,45.9,12.1,0,6.4,5.6,1.2,+1.6,228,25,0,0,2,1,0,23,29,44.2
Samuel Bamba,LW,2023-2024,19,de GER,Dortmund,de Bundesliga,2,47,0.5,0,2,14,20,70,1,1,0,2,11,12,91.7,1,2,50,2,4,50,0,0,0,0,0,0,0,30,4,5,22,30,15,146,103,5,3,1,5,0,2,0,,0,0,12.6,0,0.3,0.3,0.1,-0.3,19,1,0,0,4,1,0,0,0,
Lameck Banda,LW,2023-2024,22,zm ZAM,Lecce,it Serie A,21,1350,15,17,4,250,342,73.1,24,17,9,22,137,160,85.6,88,113,77.9,15,41,36.6,2,4,6,2,0,0,0,602,75,231,315,602,414,3556,1752,70,34,34,57,29,50,0.04,0.09,23,46,19.8,1,3.6,3.6,1.2,-1.6,325,15,2,2,51,4,9,9,16,36
Mamady Bangré,RW,2023-2024,22,bf BFA,Toulouse,fr Ligue 1,8,101,1.1,0,8,59,74,79.7,6,5,2,9,27,32,84.4,21,26,80.8,2,4,50,0,1,1,0,0,0,0,97,14,33,50,97,76,542,312,10,5,2,4,4,3,0,,0,0,16.1,0,0.1,0.1,0.6,-0.1,74,0,0,0,4,0,0,1,3,25
Léo Baptistão,RW,2023-2024,30,br BRA,Almería,es La Liga,32,1837,20.4,22,10,366,568,64.4,19,8,2,45,217,297,73.1,104,157,66.2,23,49,46.9,6,0,6,6,0,0,0,793,123,416,267,793,399,2131,1118,26,21,8,38,17,48,0.13,0.33,18,37.5,16.7,0,5.3,5.3,1,+0.7,534,31,0,3,27,8,0,48,70,40.7
Bradley Barcola,LW,2023-2024,20,fr FRA,2 Teams,fr Ligue 1,28,1640,18.2,21,7,506,652,77.6,33,22,1,65,331,399,83,153,191,80.1,12,27,44.4,4,7,11,4,0,0,0,931,107,307,539,931,742,5215,2841,104,56,58,52,13,33,0.12,0.36,11,33.3,14.1,0,4.6,4.6,4.6,-0.6,643,5,2,2,18,3,0,19,13,59.4
Kike Barja,LW,2023-2024,26,es ESP,Osasuna,es La Liga,16,303,3.4,3,13,83,114,72.8,5,6,3,8,44,50,88,24,34,70.6,8,17,47.1,0,0,0,0,0,0,0,165,15,55,98,165,109,712,357,17,8,5,17,7,4,0,0,2,50,14.1,0,0.2,0.2,0.4,-0.2,110,4,1,0,23,1,2,3,5,37.5
Harvey Barnes,LW,2023-2024,25,eng ENG,Newcastle Utd,eng Premier League,21,802,8.9,7,14,208,272,76.5,13,17,3,34,128,147,87.1,68,84,81,7,16,43.8,5,3,8,5,0,0,0,360,48,117,200,360,266,1782,1093,45,21,23,12,16,27,0.19,0.42,12,44.4,16,0,3.6,3.6,1.9,+1.4,262,8,2,2,12,4,0,4,8,33.3
Ander Barrenetxea,LW,2023-2024,21,es ESP,Real Sociedad,es La Liga,29,1427,15.9,20,9,372,555,67,13,15,4,39,228,280,81.4,104,163,63.8,26,47,55.3,4,1,5,4,0,0,0,794,82,307,415,794,526,3503,1479,56,35,22,55,45,37,0.11,0.33,12,32.4,17.7,1,3.5,3.5,1.1,+0.5,545,5,0,9,47,4,1,14,24,36.8
Ihlas Bebou,ST,2023-2024,29,tg TOG,Hoffenheim,de Bundesliga,32,1636,18.2,16,16,360,514,70,15,15,4,38,208,262,79.4,106,158,67.1,20,34,58.8,7,5,12,7,0,0,0,755,101,272,393,755,430,2222,1052,42,36,22,63,25,38,0.18,0.5,14,36.8,17.1,0,4.9,4.9,3,+2.1,462,49,0,2,35,40,0,32,45,41.6
Mohamed Bechikh,ST,2023-2024,18,fr FRA,Strasbourg,fr Ligue 1,2,14,0.2,0,2,5,5,100,0,0,0,0,2,2,100,3,3,100,0,0,,0,0,0,0,0,0,0,10,0,9,1,10,5,42,24,0,0,0,1,0,0,,,0,,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,
Sheraldo Becker,ST,2023-2024,28,sr SUR,2 Teams,2 Comps,26,1416,15.7,15,11,337,523,64.4,20,22,10,33,189,236,80.1,111,177,62.7,28,60,46.7,2,3,5,2,0,0,0,647,46,197,415,647,376,2713,1328,60,26,15,29,9,37,0.05,0.15,13,35.1,18.6,1,2.3,2.3,3.4,-0.3,497,24,0,1,103,14,3,5,20,20
Chris Bedia,ST,2023-2024,27,ci CIV,Union Berlin,de Bundesliga,7,145,1.6,0,7,14,20,70,3,0,0,1,10,13,76.9,3,5,60,0,0,,1,0,1,1,0,0,0,40,2,17,23,40,23,80,31,1,1,1,6,1,3,0.33,1,1,33.3,16.9,0,0.2,0.2,0.2,+0.8,19,1,0,0,0,0,0,3,7,30
Yanis Begraoui,ST,2023-2024,22,ma MAR,Toulouse,fr Ligue 1,14,300,3.3,3,11,70,97,72.2,2,1,0,8,37,45,82.2,26,36,72.2,0,2,0,0,0,0,0,0,0,0,149,20,69,65,149,113,692,266,9,6,2,12,6,8,0,0,4,50,17.2,0,0.4,0.4,0.1,-0.4,89,6,1,0,5,1,2,4,8,33.3
Kevin Behrens,ST,2023-2024,32,de GER,2 Teams,de Bundesliga,31,1878,20.9,21,10,327,511,64,24,15,1,62,179,255,70.2,103,145,71,25,43,58.1,5,1,6,5,0,0,0,738,55,323,367,738,354,1376,485,18,16,7,54,22,52,0.1,0.26,19,36.5,11,0,7.6,7.6,2,-2.6,494,14,0,0,10,3,0,124,107,53.7
Maximilian Beier,ST,2023-2024,20,de GER,Hoffenheim,de Bundesliga,33,2420,26.9,29,4,384,550,69.8,24,27,9,30,241,299,80.6,101,152,66.4,7,17,41.2,16,1,17,16,0,0,0,872,61,315,505,872,547,2949,1373,61,32,36,79,32,82,0.2,0.41,39,47.6,15.4,0,11.4,11.4,3,+4.6,498,50,0,1,38,8,1,20,40,33.3
Andrea Belotti,ST,2023-2024,29,it ITA,2 Teams,it Serie A,29,1628,18.1,17,12,248,356,69.7,13,5,1,23,154,200,77,68,94,72.3,8,15,53.3,6,2,8,6,0,0,0,540,31,251,263,540,318,1603,587,25,13,10,44,25,48,0.13,0.35,17,35.4,13.9,0,6.1,6.1,1.5,-0.1,322,33,1,0,8,2,0,53,65,44.9
Lucas Beltrán,SS,2023-2024,22,ar ARG,Fiorentina,it Serie A,32,1692,18.8,21,11,360,459,78.4,25,19,0,49,201,246,81.7,118,137,86.1,21,28,75,6,2,8,5,1,1,0,668,49,280,342,667,384,1500,542,12,10,6,56,31,30,0.17,0.71,7,23.3,15.5,0,3.8,3,1.9,+2.2,438,19,2,3,7,4,0,22,58,27.5
