Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Won,Lost,Won%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Pass Cmp,Pass Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges,Challenge Att,Challenge%,Challenge Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Samuele Birindelli,RB,2023-2024,24,it ITA,Monza,it Serie A,35,2013,22.4,22,13,2,766,4352,2314,63,40,11,35,9,885,122,8,6,57.1,0,2,2,0,0,0,0,902,1104,81.7,24,59,25,14,70,15543,4505,427,466,91.6,382,446,85.7,81,138,58.7,28,19,16,7,5,14,25,56,11,30,11,19,18,46,48,0
Hendry Blank,CB,2023-2024,18,de GER,Dortmund,de Bundesliga,1,45,0.5,0,1,4,49,201,80,0,0,0,0,1,56,0,2,2,50,0,0,0,0,0,0,0,58,59,98.3,0,1,0,0,1,1016,285,26,26,100,27,27,100,5,6,83.3,1,0,1,0,0,1,1,100,0,1,0,1,0,1,4,0
Daley Blind,CB,2023-2024,33,nl NED,Girona,es La Liga,34,2972,33,33,1,1,1871,8942,4795,48,30,3,18,3,2186,22,39,32,54.9,1,2,3,1,0,0,0,2304,2585,89.1,17,256,26,3,209,39507,15810,1059,1112,95.2,1083,1158,93.5,137,236,58.1,47,21,33,13,1,29,47,61.7,18,37,19,18,21,68,113,0
Jérôme Boateng,CB,2023-2024,34,de GER,Salernitana,it Serie A,7,238,2.6,4,3,1,85,411,234,0,1,0,1,0,101,1,8,7,53.3,0,0,0,0,0,0,0,106,126,84.1,1,10,2,0,9,2322,890,23,28,82.1,64,66,97,18,30,60,0,0,0,0,0,0,0,,0,6,5,1,4,4,21,0
Sacha Boey,RB,2023-2024,22,fr FRA,Bayern Munich,de Bundesliga,2,109,1.2,1,1,2,42,226,98,1,1,0,2,0,52,8,1,2,33.3,0,0,0,0,0,0,0,58,69,84.1,0,4,0,0,5,745,210,41,47,87.2,15,16,93.8,1,2,50,2,0,2,0,0,1,2,50,1,1,0,1,1,3,2,0
Jayden Bogle,RB,2023-2024,23,eng ENG,Sheffield Utd,eng Premier League,34,2788,31,32,2,1,590,3511,1443,38,32,11,51,28,676,92,50,28,64.1,3,0,3,3,0,0,0,684,968,70.7,10,45,20,5,60,10589,3926,405,472,85.8,216,301,71.8,51,124,41.1,66,36,43,21,2,35,70,50,35,42,11,31,32,98,97,0
Willy Boly,CB,2023-2024,32,ci CIV,Nott'ham Forest,eng Premier League,20,1438,16,18,2,3,379,1712,864,4,2,1,4,3,446,3,57,26,68.7,2,1,3,2,0,0,0,503,671,75,9,34,8,0,32,9362,4059,201,229,87.8,239,304,78.6,49,109,45,46,29,36,9,1,22,40,55,18,32,21,11,25,71,90,0
Giovanni Bonfanti,CB,2023-2024,20,it ITA,Atalanta,it Serie A,2,89,1,1,1,18,28,112,60,0,0,0,1,0,42,2,1,2,33.3,0,0,0,0,0,0,0,46,57,80.7,0,1,1,1,1,797,245,17,19,89.5,25,28,89.3,3,6,50,4,2,2,2,0,2,3,66.7,1,1,1,0,1,5,1,0
Kevin Bonifazi,CB,2023-2024,27,it ITA,Bologna,it Serie A,7,399,4.4,4,3,16,164,758,356,2,1,0,3,2,188,2,6,7,46.2,0,0,0,0,0,0,0,195,227,85.9,1,15,1,0,8,3288,1249,96,101,95,85,91,93.4,12,25,48,9,3,2,7,0,3,5,60,2,1,0,1,3,12,16,1
Leonardo Bonucci,CB,2023-2024,36,it ITA,Union Berlin,de Bundesliga,7,460,5.1,6,1,5,161,582,287,0,0,0,2,0,176,1,5,7,41.7,1,0,1,0,1,1,0,190,248,76.6,2,17,2,1,21,4063,1911,51,58,87.9,105,118,89,31,67,46.3,6,5,2,4,0,4,4,100,0,5,3,2,7,13,16,0
Neto Borges,LWB,2023-2024,26,br BRA,Clermont Foot,fr Ligue 1,28,2516,28,28,0,0,1131,7202,3464,58,45,17,31,11,1021,165,37,45,45.1,0,1,1,0,0,0,0,1148,1422,80.7,25,62,17,10,88,18050,6542,570,644,88.5,472,572,82.5,60,126,47.6,48,24,25,18,5,28,63,44.4,35,28,6,22,57,105,84,0
Sebastiaan Bornauw,CB,2023-2024,24,be BEL,Wolfsburg,de Bundesliga,20,1431,15.9,16,4,7,539,2020,807,2,5,0,9,1,650,2,29,24,54.7,0,0,0,0,0,0,0,737,842,87.5,3,23,0,0,41,13040,4770,301,323,93.2,382,413,92.5,51,97,52.6,26,12,19,7,0,13,19,68.4,6,21,12,9,18,44,81,0
Adri Bosch,CB,2023-2024,22,es ESP,Granada,es La Liga,1,26,0.3,0,1,12,8,86,43,1,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,11,14,78.6,0,2,0,0,1,211,61,6,7,85.7,2,2,100,3,5,60,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
Sven Botman,CB,2023-2024,23,nl NED,Newcastle Utd,eng Premier League,17,1377,15.3,15,2,0,672,2866,1403,0,4,0,5,2,822,5,34,17,66.7,2,2,4,2,0,0,0,921,1017,90.6,5,38,1,0,35,17027,6760,357,382,93.5,459,489,93.9,98,132,74.2,20,13,14,6,0,8,13,61.5,5,20,16,4,9,29,61,3
Domagoj Bradarić,LWB,2023-2024,23,hr CRO,Salernitana,it Serie A,34,2749,30.5,30,4,0,925,5175,2622,57,38,8,32,17,1046,120,23,28,45.1,0,3,3,0,0,0,0,1184,1536,77.1,36,54,18,11,76,18474,5884,637,707,90.1,421,542,77.7,78,185,42.2,29,20,13,10,6,15,25,60,10,22,7,15,32,61,62,1
Conor Bradley,RB,2023-2024,20,nir NIR,Liverpool,eng Premier League,11,753,8.4,10,1,8,373,2144,1085,35,29,12,17,10,388,64,11,5,68.8,1,3,4,1,0,0,0,419,530,79.1,15,27,13,3,29,6224,1849,238,275,86.5,149,190,78.4,20,35,57.1,33,25,14,12,7,24,38,63.2,14,17,1,16,10,43,14,0
Juan Brandáriz,CB,2023-2024,24,es ESP,Almería,es La Liga,31,2434,27,26,5,6,830,3815,1960,11,10,0,14,4,944,4,43,31,58.1,0,1,1,0,0,0,0,1044,1208,86.4,4,44,3,1,68,18403,6336,425,465,91.4,537,565,95,70,143,49,34,22,22,12,0,16,26,61.5,10,38,23,15,14,48,107,3
Jarrad Branthwaite,CB,2023-2024,21,eng ENG,Everton,eng Premier League,35,3116,34.6,35,0,2,759,3161,1557,2,5,1,20,2,903,6,94,43,68.6,3,0,3,3,0,0,0,1105,1385,79.8,4,60,1,0,74,20561,8048,440,507,86.8,531,612,86.8,115,212,54.2,66,32,42,22,2,45,62,72.6,17,51,36,15,50,116,163,2
Lilian Brassier,CB,2023-2024,23,fr FRA,Brest,fr Ligue 1,30,2677,29.7,30,0,0,1582,10262,5302,20,12,2,15,2,1431,5,55,35,61.1,3,0,3,3,0,0,0,1503,1810,83,6,114,8,3,121,33730,12106,362,400,90.5,835,915,91.3,289,464,62.3,31,18,18,13,0,12,24,50,12,28,21,7,41,72,93,0
Brau,LB,2023-2024,21,es ESP,Granada,es La Liga,1,31,0.3,0,1,0,8,66,45,2,2,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,7,10,70,0,0,0,0,0,83,7,5,6,83.3,2,2,100,0,2,0,1,0,1,0,0,1,1,100,0,0,0,0,0,1,2,0
Gleison Bremer,CB,2023-2024,26,br BRA,Juventus,it Serie A,36,3233,35.9,36,0,1,1287,6500,3428,7,8,1,18,8,1432,4,102,56,64.6,3,0,3,3,0,0,0,1661,1930,86.1,7,111,0,0,120,34805,12857,419,478,87.7,973,1051,92.6,251,352,71.3,58,42,32,21,5,21,29,72.4,8,45,27,18,40,98,147,0
Dylan Bronn,CB,2023-2024,28,tn TUN,Salernitana,it Serie A,4,52,0.6,0,4,13,9,36,20,1,0,0,0,0,10,0,4,4,50,0,0,0,0,0,0,0,8,12,66.7,0,2,1,0,1,116,60,5,6,83.3,3,4,75,0,2,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,4,0
John Brooks,CB,2023-2024,30,us USA,Hoffenheim,de Bundesliga,21,1539,17.1,18,3,10,564,2964,1574,5,2,0,3,4,615,1,45,21,68.2,2,0,2,2,0,0,0,740,892,83,3,56,3,1,61,15150,6266,230,255,90.2,400,447,89.5,103,170,60.6,28,15,17,10,1,15,30,50,15,29,17,12,27,55,109,1
Tajon Buchanan,RB,2023-2024,24,ca CAN,Inter,it Serie A,10,161,1.8,0,10,9,74,545,336,12,4,3,6,1,76,22,0,3,0,1,0,1,1,0,0,0,58,72,80.6,2,1,1,1,4,787,103,36,39,92.3,16,21,76.2,3,6,50,1,1,0,0,1,1,2,50,1,1,0,1,0,1,4,0
Hugo Bueno,LB,2023-2024,20,es ESP,Wolves,eng Premier League,22,741,8.2,7,15,11,266,1575,785,22,9,2,7,14,306,40,9,12,42.9,0,0,0,0,0,0,0,318,406,78.3,6,11,8,8,8,4380,1005,211,237,89,92,117,78.6,11,27,40.7,21,14,12,7,2,12,19,63.2,7,17,4,13,6,27,24,0
Santiago Bueno,CB,2023-2024,24,uy URU,Wolves,eng Premier League,12,822,9.1,9,3,19,330,1726,988,3,5,0,1,2,400,2,15,26,36.6,0,0,0,0,0,0,0,426,480,88.8,2,16,0,0,11,7158,2158,177,192,92.2,223,237,94.1,18,37,48.6,13,7,5,7,1,5,11,45.5,6,22,12,10,6,19,33,0
Marius Bülter,LWB,2023-2024,30,de GER,Hoffenheim,de Bundesliga,30,1351,15,15,15,1,475,2645,1295,37,31,13,24,19,548,107,24,31,43.6,1,4,5,1,0,0,0,500,695,71.9,21,35,22,11,60,8626,3041,243,275,88.4,202,274,73.7,48,104,46.2,18,11,9,5,4,12,23,52.2,11,17,3,14,10,28,20,0
Alessandro Buongiorno,CB,2023-2024,24,it ITA,Torino,it Serie A,29,2527,28.1,29,0,1,740,3702,1363,14,10,2,26,4,809,10,78,53,59.5,3,0,3,3,0,0,0,1012,1187,85.3,4,28,4,1,62,17567,5255,395,455,86.8,553,609,90.8,50,87,57.5,70,39,43,24,3,24,34,70.6,10,20,12,8,69,139,131,0
Reece Burke,CB,2023-2024,26,eng ENG,Luton Town,eng Premier League,22,1660,18.4,20,2,3,455,2080,1210,11,8,0,18,5,508,14,46,32,59,0,4,4,0,0,0,0,547,719,76.1,13,58,9,3,67,10396,4169,200,247,81,280,325,86.2,57,120,47.5,37,23,17,14,6,12,26,46.2,14,25,18,7,18,55,78,1
Dan Burn,LB,2023-2024,31,eng ENG,Newcastle Utd,eng Premier League,33,2726,30.3,32,1,0,924,3930,1664,14,7,3,15,10,1150,25,101,47,68.2,2,2,4,2,0,0,0,1351,1667,81,10,67,7,3,75,22402,8237,606,702,86.3,676,788,85.8,54,111,48.6,61,33,37,20,4,26,61,42.6,35,55,25,30,37,98,124,1
Marnon Busch,RB,2023-2024,28,de GER,Heidenheim,de Bundesliga,16,595,6.6,5,11,5,225,1076,570,15,9,0,2,1,249,27,8,15,34.8,0,0,0,0,0,0,0,282,411,68.6,5,32,9,2,34,5437,2102,118,140,84.3,124,172,72.1,38,78,48.7,11,9,6,3,2,7,12,58.3,5,9,2,7,10,21,12,0
Pablo Busto,RB,2023-2024,17,es ESP,Betis,es La Liga,2,44,0.5,0,2,5,12,80,52,1,0,0,0,1,17,1,0,0,0,0,0,0,0,0,0,0,18,26,69.2,1,1,1,0,1,254,79,11,14,78.6,5,7,71.4,1,3,33.3,1,1,0,0,1,1,1,100,0,0,0,0,1,2,3,0
Aurélio Buta,RWB,2023-2024,26,pt POR,Eint Frankfurt,de Bundesliga,30,1744,19.4,20,10,2,644,3001,1452,51,29,17,22,20,772,104,29,20,59.2,1,1,2,1,0,0,0,875,1112,78.7,9,71,26,6,90,12888,4356,502,570,88.1,293,378,77.5,47,96,49,40,25,19,16,5,21,38,55.3,17,24,5,19,15,55,36,0
Liberato Cacace,LB,2023-2024,22,nz NZL,Empoli,it Serie A,31,1912,21.2,18,13,6,690,3935,2109,34,29,4,23,20,703,55,17,22,43.6,0,1,1,0,0,0,0,832,1110,75,21,67,13,5,84,14084,5589,427,475,89.9,321,403,79.7,75,186,40.3,40,24,24,13,3,24,38,63.2,14,23,6,17,19,59,56,0
Anthony Caci,LWB,2023-2024,26,fr FRA,Mainz 05,de Bundesliga,31,2486,27.6,29,2,0,837,3889,2115,43,20,10,23,10,990,75,29,29,50,2,3,5,2,0,0,0,1118,1523,73.4,25,123,39,14,144,21669,9351,448,531,84.4,484,626,77.3,167,290,57.6,56,23,30,25,1,27,44,61.4,17,43,7,36,32,88,45,0
Davide Calabria,RB,2023-2024,26,it ITA,Milan,it Serie A,29,2185,24.3,26,3,4,932,4458,2474,31,31,2,19,9,1135,66,12,27,30.8,1,3,4,1,0,0,0,1320,1541,85.7,12,104,23,12,140,22285,6489,601,661,90.9,612,690,88.7,89,151,58.9,70,38,38,25,7,44,72,61.1,28,26,7,19,24,94,49,1
Riccardo Calafiori,LB,2023-2024,21,it ITA,Bologna,it Serie A,30,2349,26.1,26,4,6,1291,7277,4024,28,28,1,31,12,1408,23,60,24,71.4,2,5,7,2,0,0,0,1622,1810,89.6,17,94,10,3,96,28565,8660,684,737,92.8,792,844,93.8,123,172,71.5,47,32,28,16,3,22,32,68.8,10,38,13,25,50,97,74,3
Mattia Caldara,CB,2023-2024,29,it ITA,Milan,it Serie A,1,33,0.4,0,1,5,14,63,43,0,0,0,0,0,17,0,2,0,100,0,0,0,0,0,0,0,20,24,83.3,0,0,0,0,2,345,117,7,8,87.5,12,12,100,0,3,0,1,1,1,0,0,1,1,100,0,1,1,0,1,2,1,0
Luca Caldirola,CB,2023-2024,32,it ITA,Monza,it Serie A,29,2141,23.8,23,6,7,966,4882,2482,10,5,0,6,1,1146,9,30,23,56.6,1,1,2,1,0,0,0,1247,1374,90.8,5,60,1,1,56,23794,7803,453,464,97.6,656,695,94.4,131,192,68.2,25,14,19,4,2,13,22,59.1,9,26,17,9,29,54,53,0
Duje Ćaleta-Car,CB,2023-2024,26,hr CRO,Lyon,fr Ligue 1,24,1993,22.1,22,2,3,1016,4948,2358,5,2,0,3,1,952,1,57,15,79.2,0,0,0,0,0,0,0,1051,1204,87.3,7,45,2,0,61,20032,7213,370,396,93.4,571,622,91.8,86,149,57.7,26,11,19,6,1,18,22,81.8,4,27,14,13,18,44,94,1
Andrea Cambiaso,LB,2023-2024,23,it ITA,Juventus,it Serie A,34,2372,26.4,28,6,1,857,5413,2832,87,53,23,38,21,993,172,13,16,44.8,2,3,5,2,0,0,0,1007,1207,83.4,38,40,24,11,71,16173,3526,516,565,91.3,387,450,86,73,104,70.2,47,30,23,15,9,25,43,58.1,18,28,3,25,11,58,26,1
João Cancelo,RB,2023-2024,29,pt POR,Barcelona,es La Liga,32,2503,27.8,29,3,0,1250,7317,3916,106,58,39,55,25,1469,193,24,23,51.1,2,4,6,2,0,0,0,1533,1852,82.8,35,123,37,11,141,24552,6589,854,924,92.4,537,648,82.9,114,183,62.3,64,44,35,21,8,38,58,65.5,20,35,6,29,29,93,59,1
Fali Candé,CB,2023-2024,25,gw GNB,Metz,fr Ligue 1,25,1849,20.5,20,5,8,667,3640,1619,4,12,1,9,2,593,3,30,22,57.7,0,1,1,0,0,0,0,628,799,78.6,6,38,2,0,38,14351,5183,141,170,82.9,373,422,88.4,113,192,58.9,40,19,31,9,0,20,35,57.1,15,41,28,13,20,60,107,1
Andrea Carboni,CB,2023-2024,22,it ITA,Monza,it Serie A,21,1487,16.5,16,5,9,698,3200,1856,13,13,2,14,2,811,22,21,17,55.3,1,0,1,1,0,0,0,833,976,85.3,9,59,5,4,46,14698,4909,352,384,91.7,411,447,91.9,65,122,53.3,38,22,24,12,2,20,31,64.5,11,23,13,10,17,55,56,1
Isaac Carcelen,RB,2023-2024,30,es ESP,Cádiz,es La Liga,35,2611,29,29,6,3,563,2560,1250,25,29,1,19,19,671,70,22,36,37.9,0,0,0,0,0,0,0,851,1163,73.2,17,54,16,9,75,14161,5158,418,485,86.2,346,448,77.2,63,163,38.7,50,31,30,15,5,25,45,55.6,20,24,7,17,27,77,87,2
Sergi Cardona,LB,2023-2024,24,es ESP,Las Palmas,es La Liga,35,2814,31.3,30,5,0,1199,5768,3162,60,49,6,47,22,1498,165,52,37,58.4,1,2,3,1,0,0,0,1727,2150,80.3,39,108,39,15,160,25147,9822,1011,1134,89.2,581,704,82.5,81,171,47.4,90,55,52,29,9,55,96,57.3,41,45,7,38,46,136,102,0
Igor Carioca,RB,2023-2024,26,br BRA,Lorient,fr Ligue 1,5,262,2.9,2,3,1,116,694,264,6,3,2,4,1,110,16,4,5,44.4,0,0,0,0,0,0,0,115,162,71,2,5,3,2,8,1807,594,63,77,81.8,38,52,73.1,10,18,55.6,8,6,6,1,1,4,6,66.7,2,0,0,0,3,11,6,0
Diego Carlos,CB,2023-2024,30,br BRA,Aston Villa,eng Premier League,27,1816,20.2,20,7,5,1013,4786,2606,4,2,1,8,4,1118,1,21,26,44.7,0,0,0,0,0,0,0,1184,1340,88.4,3,72,4,0,59,23313,9315,357,378,94.4,714,749,95.3,107,199,53.8,27,16,22,4,1,13,21,61.9,8,24,19,5,13,40,78,3
Carmona,RWB,2023-2024,21,es ESP,Getafe,es La Liga,30,1313,14.6,15,15,1,343,1994,1012,29,19,6,29,14,377,55,18,20,47.4,1,1,2,1,0,0,0,419,570,73.5,10,29,12,5,39,6803,2258,225,259,86.9,144,199,72.4,40,77,51.9,30,21,13,14,3,9,28,32.1,19,15,2,13,21,51,25,0
Rasmus Carstensen,RB,2023-2024,22,dk DEN,Köln,de Bundesliga,23,1659,18.4,18,5,9,513,2976,1376,32,26,3,37,22,568,89,16,19,45.7,0,0,0,0,0,0,0,594,827,71.8,16,27,20,9,52,8927,3429,330,386,85.5,231,302,76.5,23,69,33.3,47,22,23,20,4,31,56,55.4,25,38,9,29,20,67,50,2
Antonin Cartillier,LB,2023-2024,19,fr FRA,Monaco,fr Ligue 1,1,8,0.1,0,1,15,3,42,15,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,33.3,0,0,0,0,0,10,7,1,1,100,0,0,,0,2,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Dani Carvajal,RB,2023-2024,31,es ESP,Real Madrid,es La Liga,28,2171,24.1,25,3,5,939,3864,1903,30,37,9,22,18,1126,168,21,19,52.5,4,3,7,4,0,0,0,1265,1475,85.8,21,52,26,5,82,19955,4535,679,744,91.3,486,552,88,76,111,68.5,47,32,28,15,4,23,42,54.8,19,28,9,19,22,69,54,4
Nicolò Casale,CB,2023-2024,25,it ITA,Lazio,it Serie A,20,1559,17.3,16,4,13,646,3798,2210,20,9,1,2,1,808,4,23,24,48.9,0,0,0,0,0,0,0,940,1024,91.8,2,66,1,0,49,17305,5880,360,383,94,489,519,94.2,81,102,79.4,15,9,13,2,0,6,15,40,9,19,16,3,12,27,61,0
Kaelan Casey,CB,2023-2024,18,eng ENG,West Ham,eng Premier League,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Matty Cash,RB,2023-2024,25,pl POL,Aston Villa,eng Premier League,29,2142,23.8,23,6,2,860,4871,2233,62,41,18,21,15,895,101,15,21,41.7,2,2,4,2,0,0,0,985,1225,80.4,13,69,19,8,88,16094,4888,490,545,89.9,415,501,82.8,63,131,48.1,54,31,24,24,6,29,59,49.2,30,35,14,21,18,72,59,0
Timothy Castagne,RB,2023-2024,27,be BEL,Fulham,eng Premier League,34,2634,29.3,29,5,1,879,3780,1855,48,25,6,25,10,1121,113,35,32,52.2,1,3,4,1,0,0,0,1350,1662,81.2,18,74,17,8,77,21238,7361,705,794,88.8,514,595,86.4,91,162,56.2,49,24,23,16,10,26,44,59.1,18,38,10,28,38,87,69,1
Jean-Charles Castelletto,CB,2023-2024,28,cm CMR,Nantes,fr Ligue 1,28,2464,27.4,28,0,0,1111,5891,2885,24,22,1,15,7,1004,31,51,32,61.4,2,0,2,2,0,0,0,1147,1340,85.6,10,85,10,3,100,20580,7724,429,470,91.3,590,661,89.3,93,161,57.8,34,26,22,10,2,18,29,62.1,11,19,10,9,32,66,81,0
Catena,CB,2023-2024,28,es ESP,Osasuna,es La Liga,30,2534,28.2,28,2,6,799,3219,1577,5,2,0,5,4,912,1,59,30,66.3,1,3,4,1,0,0,0,1095,1341,81.7,6,89,3,0,77,25279,10188,255,284,89.8,621,679,91.5,210,355,59.2,33,18,26,6,1,19,35,54.3,16,24,15,9,15,48,119,3
Maximiliano Caufriez,CB,2023-2024,26,be BEL,Clermont Foot,fr Ligue 1,20,1659,18.4,20,0,2,724,4578,2184,24,27,0,11,11,670,11,19,17,52.8,0,1,1,0,0,0,0,780,892,87.4,9,48,5,2,61,13811,4348,328,360,91.1,347,384,90.4,82,109,75.2,38,28,31,5,2,19,29,65.5,10,18,12,6,18,56,69,2
Zeki Çelik,RB,2023-2024,26,tr TUR,Roma,it Serie A,17,671,7.5,6,11,21,230,1305,565,14,15,5,10,6,236,38,3,7,30,0,0,0,0,0,0,0,284,341,83.3,9,8,9,3,26,4660,1360,139,158,88,116,137,84.7,18,31,58.1,23,16,10,10,3,14,25,56,11,12,5,7,8,31,25,0
Álex Centelles,LB,2023-2024,25,es ESP,Almería,es La Liga,14,980,10.9,11,3,22,291,1225,687,16,13,3,10,6,357,53,15,11,57.7,0,1,1,0,0,0,0,400,544,73.5,11,35,12,9,31,6993,2843,193,214,90.2,162,199,81.4,39,96,40.6,11,6,9,2,0,8,18,44.4,10,5,2,3,18,29,29,0
Fabien Centonze,RB,2023-2024,27,fr FRA,Nantes,2 Comps,13,770,8.6,8,5,6,197,1119,531,21,9,2,11,1,218,26,10,6,62.5,0,1,1,0,0,0,0,250,368,67.9,6,15,11,10,15,4005,1859,125,158,79.1,103,140,73.6,18,48,37.5,16,9,12,4,0,7,13,53.8,6,16,3,13,10,26,19,0
Julian Chabot,CB,2023-2024,25,de GER,Köln,de Bundesliga,32,2703,30,32,0,0,1001,5034,2914,17,14,2,18,2,1076,8,101,38,72.7,0,0,0,0,0,0,0,1361,1616,84.2,9,81,5,1,71,25807,10115,498,548,90.9,725,798,90.9,127,245,51.8,59,42,40,17,2,35,59,59.3,24,66,43,23,45,104,145,0
El Chadaille Bitshiabu,CB,2023-2024,18,fr FRA,RB Leipzig,de Bundesliga,6,34,0.4,0,6,14,38,180,75,2,1,1,0,0,42,5,0,3,0,0,0,0,0,0,0,0,48,59,81.4,0,2,0,0,1,829,270,24,26,92.3,17,22,77.3,7,9,77.8,1,0,1,0,0,0,0,,0,0,0,0,1,2,4,0
Trevoh Chalobah,CB,2023-2024,24,eng ENG,Chelsea,eng Premier League,13,952,10.6,10,3,1,475,1552,709,5,5,2,10,3,633,9,19,22,46.3,1,0,1,1,0,0,0,700,783,89.4,2,30,2,0,31,12088,3518,278,302,92.1,377,397,95,35,70,50,16,12,10,2,4,10,15,66.7,5,8,7,1,8,24,51,0
Brendan Chardonnet,CB,2023-2024,28,fr FRA,Brest,fr Ligue 1,33,2970,33,33,0,1,1524,9116,5074,25,14,0,15,4,1388,8,86,54,61.4,1,1,2,1,0,0,0,1511,1824,82.8,10,110,8,2,115,32477,10685,401,441,90.9,849,918,92.5,238,421,56.5,57,34,33,22,2,32,63,50.8,31,58,34,24,53,110,139,3
Pep Chavarría,LB,2023-2024,25,es ESP,Rayo Vallecano,es La Liga,22,1167,13,12,10,13,492,2754,1338,28,32,4,25,7,593,84,13,10,56.5,1,1,2,1,0,0,0,618,812,76.1,13,48,27,13,74,10023,3436,309,352,87.8,260,328,79.3,36,89,40.4,23,18,15,6,2,11,17,64.7,6,15,3,12,6,29,29,1
Jhoanner Chávez,LWB,2023-2024,21,ec ECU,Lens,fr Ligue 1,8,481,5.3,6,2,1,161,791,309,4,6,3,13,5,149,19,7,6,53.8,0,0,0,0,0,0,0,173,222,77.9,4,13,6,2,15,2816,1043,91,109,83.5,60,72,83.3,15,26,57.7,6,5,2,2,2,3,9,33.3,6,2,0,2,5,11,11,0
Fabio Chiarodia,CB,2023-2024,18,it ITA,Gladbach,de Bundesliga,7,152,1.7,1,6,17,64,330,148,0,0,0,0,1,70,1,5,3,62.5,0,0,0,0,0,0,0,78,87,89.7,1,3,1,1,4,1232,439,43,46,93.5,33,35,94.3,2,6,33.3,8,5,5,1,2,5,7,71.4,2,2,1,1,3,11,9,0
Ben Chilwell,LB,2023-2024,26,eng ENG,Chelsea,eng Premier League,13,756,8.4,9,4,1,333,1713,844,22,14,5,21,5,394,59,12,15,44.4,0,1,1,0,0,0,0,373,495,75.4,14,29,2,2,25,5230,1552,230,259,88.8,112,143,78.3,18,48,37.5,15,10,5,9,1,5,8,62.5,3,11,3,8,4,19,19,1
Andreas Christensen,CB,2023-2024,27,dk DEN,Barcelona,es La Liga,30,1979,22,27,3,6,1101,5001,2934,24,18,1,6,9,1324,6,54,22,71.1,2,2,4,2,0,0,0,1480,1569,94.3,7,116,1,0,117,25124,8496,669,699,95.7,700,724,96.7,87,108,80.6,23,14,7,14,2,16,28,57.1,12,23,10,13,21,44,41,0
Víctor Chust,CB,2023-2024,23,es ESP,Cádiz,es La Liga,22,1864,20.7,22,0,6,693,3929,1732,10,2,0,7,1,742,2,26,25,51,0,1,1,0,0,0,0,831,1040,79.9,6,62,4,0,80,16808,7302,288,317,90.9,416,459,90.6,118,230,51.3,29,18,23,5,1,18,32,56.3,14,27,21,6,11,40,92,1
Giorgio Cittadini,CB,2023-2024,21,it ITA,Frosinone,it Serie A,6,121,1.3,1,5,25,19,149,39,1,0,0,2,3,19,2,2,4,33.3,0,0,0,0,0,0,0,24,37,64.9,0,2,0,0,2,486,156,7,13,53.8,12,17,70.6,5,6,83.3,6,5,5,1,0,4,4,100,0,2,1,1,3,9,5,0
Patrick Ciurria,RWB,2023-2024,28,it ITA,Monza,it Serie A,22,1598,17.8,18,4,7,597,2981,1581,41,41,9,19,6,711,94,7,9,43.8,0,1,1,0,0,0,0,662,847,78.2,30,46,28,10,68,10671,3258,335,377,88.9,271,348,77.9,41,72,56.9,30,18,13,13,4,13,21,61.9,8,20,5,15,9,39,28,0
Jonathan Clauss,RB,2023-2024,30,fr FRA,Marseille,fr Ligue 1,27,2068,23,25,2,1,1150,6152,2812,59,62,7,37,7,1060,172,12,19,38.7,3,4,7,3,0,0,0,1153,1526,75.6,46,99,50,18,137,19885,6946,545,642,84.9,480,598,80.3,103,214,48.1,47,20,22,19,6,26,49,53.1,23,17,3,14,36,83,46,0
Nathaniel Clyne,RB,2023-2024,32,eng ENG,Crystal Palace,eng Premier League,19,1338,14.9,14,5,18,326,1435,658,10,12,1,13,0,412,18,13,8,61.9,0,0,0,0,0,0,0,495,600,82.5,3,33,4,2,33,7555,3021,266,288,92.4,191,224,85.3,28,54,51.9,24,15,11,11,2,14,21,66.7,7,18,6,12,10,34,33,0
Marcus Coco,RWB,2023-2024,27,fr FRA,Nantes,fr Ligue 1,28,1481,16.5,18,10,4,539,3134,1306,28,31,1,26,11,483,65,23,21,52.3,1,0,1,1,0,0,0,473,641,73.8,12,40,18,8,55,7533,2758,224,265,84.5,199,249,79.9,27,86,31.4,43,26,29,10,4,28,60,46.7,32,19,1,18,21,64,38,0
