,Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,Live,Dead,Sw,Crs,TI,CK,xG,npxG,xA,G-xG,Sh,SoT,Sh Dist,FK,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att.1,Cmp%,KP,1/3,PPA,CrsPA,PrgP,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%
73,Jean-Ricner Bellegarde,CM,2023-2024,25,France,Wolves,Premier League,25,1227,13.6,13,12,385.0,21.0,0.0,38.0,1.0,11.0,2.1,2.1,1.9,1.9,20.0,8.0,18.0,2.0,4.0,3.0,7.0,4.0,0.0,0,0.0,308.0,410,75.1,15.0,27,8.0,0,50,174.0,199.0,87.4,108,141,76.6,19,39,48.7
74,Jude Bellingham,CM,2023-2024,20,England,Real Madrid,La Liga,28,2315,25.7,27,1,1490.0,43.0,14.0,21.0,12.0,1.0,11.1,10.3,4.3,7.9,62.0,34.0,14.8,0.0,19.0,6.0,25.0,18.0,1.0,1,0.0,1363.0,1543,88.3,48.0,137,45.0,3,196,856.0,930.0,92.0,387,428,90.4,76,90,84.4
75,Fran Beltrán,CM,2023-2024,24,Spain,Celta Vigo,La Liga,33,2428,27.0,28,5,1309.0,53.0,4.0,19.0,1.0,6.0,0.7,0.7,1.7,-0.7,21.0,3.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1180.0,1364,86.5,18.0,120,15.0,2,134,602.0,662.0,90.9,473,525,90.1,64,104,61.5
76,Anis Ben Slimane,CM,2023-2024,22,Tunisia,Sheffield Utd,Premier League,15,419,4.7,4,11,129.0,7.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,-0.8,8.0,3.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,92.0,139,66.2,3.0,6,2.0,0,12,47.0,70.0,67.1,35,43,81.4,4,5,80.0
77,Carlos Benavídez,DM,2023-2024,25,Uruguay,Alavés,La Liga,29,1136,12.6,10,19,447.0,11.0,6.0,4.0,3.0,1.0,1.0,1.0,0.7,2.0,14.0,7.0,19.8,0.0,3.0,1.0,4.0,3.0,0.0,0,0.0,321.0,459,69.9,6.0,45,9.0,0,60,147.0,179.0,82.1,130,178,73.0,37,84,44.0
78,Ismaël Bennacer,DM,2023-2024,25,Algeria,Milan,Serie A,20,1151,12.8,13,7,772.0,43.0,3.0,32.0,5.0,17.0,1.7,0.9,1.6,0.3,11.0,1.0,21.6,1.0,2.0,2.0,4.0,1.0,1.0,1,0.0,711.0,818,86.9,17.0,66,11.0,3,68,388.0,414.0,93.7,251,286,87.8,41,68,60.3
79,Nabil Bentaleb,DM,2023-2024,28,Algeria,Lille,Ligue 1,26,1967,21.9,23,3,1405.0,45.0,18.0,6.0,2.0,1.0,0.4,0.4,0.8,-0.4,10.0,2.0,29.3,1.0,0.0,3.0,3.0,0.0,0.0,0,0.0,1248.0,1454,85.8,14.0,147,9.0,0,136,519.0,584.0,88.9,545,606,89.9,144,199,72.4
80,Rodrigo Bentancur,DM,2023-2024,26,Uruguay,Tottenham,Premier League,23,1005,11.2,13,10,786.0,10.0,0.0,9.0,0.0,0.0,1.9,1.9,1.1,-0.9,18.0,4.0,16.3,0.0,1.0,1.0,2.0,1.0,0.0,0,0.0,674.0,800,84.3,8.0,69,11.0,1,72,384.0,426.0,90.1,244,282,86.5,29,41,70.7
81,Jóhann Berg Guðmundsson,RM,2023-2024,32,Iceland,Burnley,Premier League,26,1192,13.2,12,14,465.0,77.0,5.0,70.0,7.0,39.0,1.9,1.9,2.5,-0.9,15.0,6.0,15.6,1.0,1.0,3.0,4.0,1.0,0.0,0,0.0,396.0,544,72.8,35.0,36,18.0,6,59,164.0,184.0,89.1,159,203,78.3,61,124,49.2
82,Sander Berge,CM,2023-2024,25,Norway,Burnley,Premier League,37,3005,33.4,34,3,1529.0,31.0,10.0,12.0,1.0,0.0,1.9,1.9,1.6,-0.9,25.0,3.0,17.6,0.0,1.0,2.0,3.0,1.0,0.0,0,0.0,1376.0,1562,88.1,29.0,129,16.0,1,164,568.0,637.0,89.2,658,711,92.5,125,154,81.2
83,Matúš Bero,CM,2023-2024,27,Slovakia,Bochum,Bundesliga,24,1661,18.5,20,4,502.0,28.0,1.0,16.0,23.0,0.0,2.9,2.9,1.9,-1.9,30.0,6.0,19.9,0.0,1.0,1.0,2.0,1.0,0.0,0,0.0,355.0,535,66.4,11.0,37,11.0,2,48,181.0,241.0,75.1,129,181,71.3,26,53,49.1
84,Luke Berry,CM,2023-2024,31,England,Luton Town,Premier League,17,323,3.6,2,15,83.0,16.0,0.0,8.0,2.0,6.0,1.0,1.0,0.1,1.0,8.0,4.0,10.9,0.0,2.0,1.0,3.0,2.0,0.0,0,0.0,64.0,99,64.6,2.0,5,0.0,0,8,38.0,45.0,84.4,18,32,56.3,6,15,40.0
85,Philip Billing,CM,2023-2024,27,Denmark,Bournemouth,Premier League,29,1398,15.5,13,16,518.0,17.0,6.0,29.0,5.0,6.0,2.5,2.5,2.1,-0.5,30.0,8.0,20.6,7.0,2.0,2.0,4.0,2.0,0.0,0,0.0,404.0,537,75.2,23.0,39,15.0,4,53,232.0,279.0,83.2,121,153,79.1,31,56,55.4
86,Tom Bischof,AM,2023-2024,18,Germany,Hoffenheim,Bundesliga,13,178,2.0,1,12,106.0,6.0,1.0,11.0,0.0,5.0,0.4,0.4,0.8,-0.4,5.0,1.0,23.3,0.0,0.0,2.0,2.0,0.0,0.0,0,0.0,90.0,112,80.4,5.0,11,4.0,2,18,45.0,53.0,84.9,33,37,89.2,7,11,63.6
87,Yves Bissouma,CM,2023-2024,26,Mali,Tottenham,Premier League,28,2068,23.0,26,2,1787.0,51.0,4.0,1.0,3.0,0.0,1.4,1.4,1.7,-1.4,24.0,5.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1689.0,1842,91.7,11.0,156,12.0,0,169,948.0,1006.0,94.2,607,651,93.2,68,84,81.0
88,Leonardo Bittencourt,CM,2023-2024,29,Germany,Werder Bremen,Bundesliga,29,1578,17.5,19,10,802.0,22.0,3.0,40.0,7.0,5.0,2.2,2.2,2.7,-1.2,31.0,5.0,21.0,1.0,1.0,2.0,3.0,1.0,0.0,0,0.0,665.0,829,80.2,26.0,64,20.0,7,85,323.0,367.0,88.0,263,314,83.8,55,98,56.1
89,Antonio Blanco,DM,2023-2024,23,Spain,Alavés,La Liga,33,2426,27.0,29,4,1018.0,30.0,21.0,15.0,2.0,3.0,0.8,0.8,1.1,-0.8,20.0,3.0,25.1,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,811.0,1053,77.0,20.0,100,19.0,8,133,383.0,444.0,86.3,310,379,81.8,87,154,56.5
90,Alexis Blin,CM,2023-2024,26,France,Lecce,Serie A,31,1642,18.2,16,15,744.0,30.0,2.0,11.0,8.0,0.0,1.1,1.1,0.7,-1.1,13.0,2.0,13.9,0.0,0.0,2.0,2.0,0.0,0.0,0,0.0,671.0,779,86.1,7.0,51,7.0,2,60,290.0,319.0,90.9,304,334,91.0,59,84,70.2
91,Emil Bohinen,CM,2023-2024,24,Norway,2 Teams,Serie A,17,591,6.6,7,10,354.0,13.0,2.0,4.0,0.0,0.0,0.1,0.1,0.2,-0.1,4.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,288.0,367,78.5,7.0,22,4.0,1,29,143.0,168.0,85.1,110,131,84.0,18,28,64.3
92,Daniel Boloca,DM,2023-2024,24,Romania,Sassuolo,Serie A,30,2022,22.5,23,7,1048.0,15.0,3.0,8.0,0.0,0.0,0.5,0.5,0.5,0.5,13.0,4.0,26.3,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,956.0,1064,89.8,14.0,97,5.0,1,109,369.0,404.0,91.3,477,497,96.0,89,117,76.1
93,Giacomo Bonaventura,CM,2023-2024,33,Italy,Fiorentina,Serie A,31,2277,25.3,27,4,1078.0,46.0,5.0,54.0,6.0,5.0,5.7,4.4,5.4,2.3,51.0,13.0,20.2,1.0,8.0,3.0,11.0,8.0,0.0,1,1.0,928.0,1126,82.4,41.0,81,45.0,11,140,444.0,497.0,89.3,354,409,86.6,92,143,64.3
94,Warren Bondo,CM,2023-2024,19,France,Monza,Serie A,25,1475,16.4,14,11,602.0,16.0,3.0,2.0,3.0,1.0,0.9,0.9,0.2,0.1,17.0,4.0,20.8,0.0,1.0,1.0,2.0,1.0,0.0,0,0.0,557.0,621,89.7,7.0,40,2.0,1,43,239.0,253.0,94.5,271,295,91.9,34,39,87.2
95,Ayyoub Bouaddi,DM,2023-2024,15,France,Lille,Ligue 1,9,131,1.5,1,8,115.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,103.0,115,89.6,1.0,10,1.0,1,12,46.0,51.0,90.2,44,46,95.7,11,14,78.6
96,Badredine Bouanani,AM,2023-2024,18,Algeria,Lorient,Ligue 1,11,443,4.9,4,7,161.0,18.0,4.0,10.0,6.0,6.0,1.4,1.4,1.0,-0.4,15.0,5.0,21.1,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,146.0,180,81.1,9.0,13,13.0,2,32,60.0,72.0,83.3,59,68,86.8,23,28,82.1
97,Hicham Boudaoui,CM,2023-2024,23,Algeria,Nice,Ligue 1,29,1613,17.9,17,12,703.0,11.0,0.0,23.0,1.0,1.0,3.3,3.3,1.3,-1.3,29.0,6.0,15.4,0.0,2.0,0.0,2.0,2.0,0.0,0,0.0,601.0,717,83.8,21.0,44,19.0,2,78,318.0,361.0,88.1,221,251,88.0,36,56,64.3
98,Mehdi Bourabia,DM,2023-2024,31,Morocco,Frosinone,Serie A,10,200,2.2,3,7,96.0,2.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,-0.1,2.0,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,76.0,98,77.6,1.0,5,1.0,1,7,52.0,61.0,85.2,15,19,78.9,2,7,28.6
99,Benjamin Bourigeaud,RM,2023-2024,29,France,Rennes,Ligue 1,32,2425,26.9,29,3,1354.0,207.0,14.0,165.0,45.0,96.0,9.9,4.4,6.2,-0.9,44.0,10.0,21.8,13.0,9.0,6.0,15.0,2.0,7.0,7,0.0,1197.0,1566,76.4,69.0,136,44.0,10,178,427.0,517.0,82.6,567,677,83.8,166,295,56.3
100,Edoardo Bove,CM,2023-2024,21,Italy,Roma,Serie A,31,1780,19.8,18,13,764.0,11.0,3.0,8.0,1.0,0.0,2.0,2.0,1.2,-2.0,19.0,6.0,17.8,0.0,0.0,2.0,2.0,0.0,0.0,0,0.0,649.0,780,83.2,16.0,59,19.0,1,88,378.0,423.0,89.4,225,258,87.2,31,48,64.6
101,Julian Brandt,AM,2023-2024,27,Germany,Dortmund,Bundesliga,32,2223,24.7,26,6,1143.0,172.0,12.0,165.0,15.0,116.0,4.4,4.4,7.5,2.6,33.0,16.0,19.1,2.0,7.0,11.0,18.0,7.0,0.0,0,0.0,1054.0,1319,79.9,80.0,63,32.0,8,116,519.0,584.0,88.9,360,424,84.9,128,220,58.2
102,Darko Brašanac,DM,2023-2024,31,Serbia,Osasuna,La Liga,2,48,0.5,0,2,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,15,60.0,1.0,1,0.0,0,1,5.0,7.0,71.4,3,6,50.0,1,2,50.0
103,Tim Breithaupt,DM,2023-2024,21,Germany,Augsburg,Bundesliga,16,629,7.0,6,10,274.0,6.0,0.0,2.0,0.0,0.0,0.1,0.1,0.3,-0.1,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,232.0,281,82.6,3.0,20,3.0,0,21,105.0,122.0,86.1,110,122,90.2,12,23,52.2
104,Brenner,AM,2023-2024,23,Brazil,Udinese,Serie A,8,189,2.1,2,6,52.0,2.0,0.0,1.0,0.0,0.0,0.4,0.4,0.0,-0.4,4.0,2.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,47.0,54,87.0,2.0,6,0.0,0,8,23.0,23.0,100.0,19,21,90.5,4,6,66.7
105,Marco Brescianini,CM,2023-2024,23,Italy,Frosinone,Serie A,36,2321,25.8,24,12,761.0,40.0,0.0,20.0,29.0,0.0,2.3,2.3,1.9,1.7,31.0,10.0,19.9,2.0,4.0,2.0,6.0,4.0,0.0,0,0.0,632.0,804,78.6,22.0,50,15.0,4,70,371.0,430.0,86.3,201,245,82.0,27,56,48.2
106,Andre Brooks,CM,2023-2024,19,England,Sheffield Utd,Premier League,20,938,10.4,12,8,252.0,9.0,2.0,8.0,5.0,0.0,0.4,0.4,0.3,-0.4,9.0,2.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,196.0,261,75.1,3.0,11,5.0,0,18,109.0,131.0,83.2,80,97,82.5,6,19,31.6
107,Jacob Brown,AM,2023-2024,25,Scotland,Luton Town,Premier League,19,1019,11.3,12,7,238.0,7.0,0.0,10.0,6.0,0.0,2.8,2.8,0.4,-0.8,26.0,6.0,14.1,0.0,2.0,0.0,2.0,2.0,0.0,0,0.0,136.0,247,55.1,8.0,6,3.0,1,19,91.0,127.0,71.7,35,56,62.5,6,24,25.0
108,Josh Brownhill,CM,2023-2024,27,England,Burnley,Premier League,33,2252,25.0,23,10,998.0,103.0,3.0,57.0,16.0,50.0,1.9,1.9,2.1,2.1,28.0,11.0,21.8,0.0,4.0,2.0,6.0,4.0,0.0,0,0.0,850.0,1106,76.9,34.0,71,16.0,0,90,451.0,532.0,84.8,311,393,79.1,55,114,48.2
109,Jacob Bruun Larsen,LM,2023-2024,24,Denmark,Burnley,Premier League,32,1249,13.9,16,16,455.0,69.0,3.0,62.0,5.0,46.0,5.0,4.2,1.8,1.0,43.0,14.0,19.2,11.0,6.0,0.0,6.0,5.0,1.0,1,0.0,378.0,526,71.9,25.0,12,13.0,2,38,208.0,257.0,80.9,120,162,74.1,39,64,60.9
110,Manu Bueno,CM,2023-2024,19,Spain,Sevilla,La Liga,4,117,1.3,1,3,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,45.0,49,91.8,2.0,1,1.0,0,3,16.0,18.0,88.9,21,22,95.5,6,7,85.7
111,Moisés Caicedo,DM,2023-2024,21,Ecuador,Chelsea,Premier League,35,2866,31.8,33,2,2065.0,45.0,12.0,10.0,3.0,0.0,0.4,0.4,2.0,0.6,13.0,4.0,29.0,0.0,1.0,3.0,4.0,1.0,0.0,0,0.0,1907.0,2119,90.0,23.0,176,20.0,0,173,1046.0,1120.0,93.4,673,726,92.7,124,162,76.5
112,Tom Cairney,DM,2023-2024,32,Scotland,Fulham,Premier League,34,1488,16.5,14,20,1239.0,27.0,1.0,25.0,0.0,2.0,1.1,1.1,2.5,-0.1,17.0,8.0,21.2,0.0,1.0,4.0,5.0,1.0,0.0,0,0.0,1126.0,1272,88.5,26.0,84,25.0,4,145,603.0,644.0,93.6,422,454,93.0,68,109,62.4
113,Jens Cajuste,CM,2023-2024,23,Sweden,Napoli,Serie A,26,1016,11.3,11,15,425.0,8.0,1.0,6.0,7.0,0.0,1.5,1.5,0.7,-1.5,16.0,3.0,16.5,0.0,0.0,2.0,2.0,0.0,0.0,0,0.0,369.0,435,84.8,15.0,35,10.0,1,37,198.0,218.0,90.8,144,171,84.2,19,22,86.4
114,Hakan Çalhanoğlu,CM,2023-2024,29,Turkey,Inter,Serie A,32,2556,28.4,32,0,2097.0,210.0,35.0,153.0,4.0,113.0,10.1,2.3,5.8,2.9,52.0,13.0,29.5,12.0,13.0,3.0,16.0,3.0,10.0,10,0.0,2045.0,2316,88.3,52.0,194,39.0,12,186,885.0,934.0,94.8,853,933,91.4,258,364,70.9
115,José Callejón,RM,2023-2024,36,Spain,Granada,La Liga,25,803,8.9,7,18,320.0,46.0,6.0,34.0,13.0,16.0,1.3,1.3,1.4,-1.3,12.0,4.0,14.5,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,286.0,368,77.7,16.0,23,14.0,2,35,143.0,157.0,91.1,95,124,76.6,38,71,53.5
116,Lamine Camara,CM,2023-2024,19,Senegal,Metz,Ligue 1,31,2255,25.1,26,5,840.0,140.0,19.0,119.0,3.0,74.0,2.2,1.4,2.7,-1.2,29.0,8.0,28.4,4.0,1.0,4.0,5.0,1.0,0.0,1,1.0,715.0,983,72.7,41.0,80,12.0,5,97,211.0,268.0,78.7,349,434,80.4,140,240,58.3
117,Mahdi Camara,AM,2023-2024,25,France,Brest,Ligue 1,32,2020,22.4,26,6,801.0,51.0,2.0,45.0,5.0,0.0,693.0,852.0,63.0,10.0,346.0,270.0,85.2,38.0,7.1,2.1,1.9,-0.1,0.1,41,0.15,0.46,13,31.7,16.6,0,1116.0,23,141,72.0,1115.0,7.0,3,10,6.0,1,1,0.0
118,Mohamed Camara,CM,2023-2024,23,Mali,Monaco,Ligue 1,20,1035,11.5,14,6,749.0,18.0,3.0,1.0,0.0,1.0,707.0,769.0,79.0,1.0,310.0,298.0,94.6,75.0,1.3,-0.5,-0.7,1.4,0.05,13,0.0,0.0,3,23.1,26.0,0,888.0,13,144,9.0,887.0,1.0,2,3,0.0,1,1,0.0
119,Eduardo Camavinga,DM,2023-2024,20,France,Real Madrid,La Liga,31,1817,20.2,21,10,1278.0,44.0,9.0,4.0,20.0,0.0,1205.0,1328.0,100.0,3.0,593.0,505.0,93.5,75.0,2.3,-0.9,-0.9,0.6,0.05,17,0.0,0.0,7,41.2,22.7,0,1605.0,55,399,20.0,1605.0,0.0,2,2,0.0,0,0,0.0
120,José Campaña,CM,2023-2024,30,Spain,Las Palmas,La Liga,8,171,1.9,1,7,149.0,11.0,0.0,4.0,0.0,2.0,135.0,162.0,7.0,0.0,75.0,48.0,94.1,6.0,0.0,0.0,0.0,0.0,0.02,1,0.0,0.0,0,0.0,28.8,0,180.0,10,54,0.0,180.0,0.0,0,0,0.0,0,0,0.0
121,Emre Can,DM,2023-2024,29,Germany,Dortmund,Bundesliga,25,1953,21.7,22,3,1431.0,39.0,7.0,2.0,5.0,0.0,1286.0,1471.0,110.0,0.0,545.0,603.0,91.9,114.0,2.0,-0.2,-0.6,0.5,0.04,15,0.0,0.0,1,6.7,27.4,0,1702.0,102,568,18.0,1700.0,2.0,2,4,0.0,2,2,0.0
122,Antonio Candreva,AM,2023-2024,36,Italy,Salernitana,Serie A,34,2750,30.6,32,2,1164.0,240.0,32.0,223.0,40.0,88.0,1019.0,1407.0,110.0,21.0,496.0,343.0,70.6,130.0,9.1,1.1,0.9,1.0,0.06,64,0.08,0.25,20,31.3,21.2,3,1611.0,39,187,59.0,1610.0,6.0,6,12,5.0,1,1,0.0
123,Sergi Canós,LM,2023-2024,26,Spain,Valencia,La Liga,27,1229,13.7,15,12,392.0,8.0,2.0,35.0,5.0,2.0,260.0,405.0,29.0,4.0,131.0,96.0,75.6,20.0,5.3,-1.8,-1.8,-0.4,0.07,43,0.02,0.06,17,39.5,21.4,0,583.0,7,83,55.0,583.0,1.0,2,3,1.0,0,0,0.0
124,Gino Caoki,CM,2023-2024,19,France,Lorient,Ligue 1,1,7,0.1,0,1,3.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,4.0,1,2,0.0,4.0,0.0,0,0,0.0,0,0,0.0
125,Étienne Capoue,CM,2023-2024,35,France,Villarreal,La Liga,32,1455,16.2,15,17,790.0,20.0,14.0,7.0,5.0,0.0,699.0,813.0,73.0,1.0,361.0,274.0,87.3,53.0,1.6,0.0,0.0,0.4,0.07,14,0.07,0.2,5,35.7,15.0,0,1020.0,41,240,24.0,1020.0,1.0,1,2,1.0,0,0,0.0
126,Gianluca Caprari,AM,2023-2024,30,Italy,Monza,Serie A,6,285,3.2,4,2,114.0,9.0,0.0,8.0,2.0,5.0,98.0,124.0,10.0,0.0,49.0,31.0,81.6,17.0,1.4,-0.7,-0.7,-0.7,0.09,8,0.0,0.0,0,0.0,19.6,1,154.0,1,18,11.0,154.0,0.0,0,0,0.0,0,0,0.0
127,Maxence Caqueret,CM,2023-2024,23,France,Lyon,Ligue 1,34,3022,33.6,34,0,1877.0,124.0,11.0,86.0,9.0,44.0,1661.0,2009.0,205.0,7.0,790.0,670.0,86.6,134.0,8.1,-1.1,-1.1,-3.0,0.09,24,0.04,0.11,9,37.5,20.9,0,2357.0,67,484,48.0,2357.0,1.0,3,4,1.0,0,0,0.0
128,Valentin Carboni,AM,2023-2024,18,Argentina,Monza,Serie A,31,1169,13.0,10,21,507.0,16.0,4.0,14.0,2.0,6.0,436.0,523.0,30.0,1.0,225.0,175.0,90.7,28.0,4.0,-0.3,-0.3,1.3,0.1,23,0.09,0.29,7,30.4,18.3,0,676.0,5,83,41.0,676.0,2.0,3,5,2.0,0,0,0.0
129,Johnny Cardoso,DM,2023-2024,21,United States,Betis,La Liga,17,1328,14.8,15,2,627.0,11.0,5.0,3.0,1.0,0.0,539.0,640.0,41.0,1.0,288.0,201.0,88.2,31.0,1.6,-0.1,-0.1,1.5,0.09,12,0.08,0.33,3,25.0,18.3,0,830.0,40,222,12.0,830.0,1.0,2,3,1.0,0,0,0.0
130,Fabio Carvalho,AM,2023-2024,20,Portugal,RB Leipzig,Bundesliga,9,165,1.8,1,8,90.0,2.0,0.0,6.0,1.0,1.0,72.0,92.0,6.0,1.0,54.0,14.0,66.7,2.0,0.5,-0.2,-0.2,-0.2,0.07,3,0.0,0.0,2,66.7,14.9,0,118.0,0,13,7.0,118.0,0.0,0,0,0.0,0,0,0.0
131,William Carvalho,DM,2023-2024,31,Portugal,Betis,La Liga,22,680,7.6,4,18,612.0,20.0,1.0,4.0,1.0,0.0,560.0,634.0,67.0,0.0,319.0,182.0,89.2,36.0,1.1,0.6,0.6,2.3,0.05,8,0.13,0.33,3,37.5,24.0,0,707.0,13,105,7.0,707.0,1.0,3,4,1.0,0,0,0.0
132,Marc Casado,CM,2023-2024,19,Spain,Barcelona,La Liga,2,15,0.2,0,2,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,4.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11.0,2,4,0.0,11.0,0.0,0,0,0.0,0,0,0.0
133,Casemiro,DM,2023-2024,31,Brazil,Manchester Utd,Premier League,25,1982,22.0,24,1,1385.0,34.0,6.0,13.0,0.0,0.0,1165.0,1425.0,124.0,3.0,536.0,489.0,86.1,105.0,4.5,-2.5,-2.5,1.0,0.09,39,0.03,0.11,9,23.1,17.1,1,1762.0,169,646,45.0,1762.0,1.0,2,3,1.0,0,0,0.0
134,Cristian Cásseres Jr.,CM,2023-2024,23,Venezuela,Toulouse,Ligue 1,32,1946,21.6,23,9,961.0,67.0,6.0,22.0,10.0,10.0,837.0,1030.0,65.0,2.0,366.0,376.0,87.0,79.0,2.8,-0.1,-0.1,1.3,0.08,15,0.07,0.33,3,20.0,18.1,0,1274.0,60,296,26.0,1274.0,1.0,3,4,1.0,0,0,0.0
135,Danilo Cataldi,CM,2023-2024,28,Italy,Lazio,Serie A,28,1361,15.1,15,13,882.0,48.0,3.0,31.0,5.0,20.0,800.0,932.0,79.0,2.0,421.0,309.0,89.0,48.0,1.1,0.6,0.6,-0.8,0.03,12,0.08,0.5,2,16.7,27.8,0,1040.0,42,219,0.0,1040.0,1.0,0,1,1.0,0,0,0.0
136,Dani Ceballos,CM,2023-2024,26,Spain,Real Madrid,La Liga,20,598,6.6,5,15,519.0,22.0,5.0,8.0,5.0,6.0,486.0,542.0,48.0,0.0,301.0,136.0,88.9,34.0,1.8,-0.3,-0.3,0.5,0.05,7,0.0,0.0,1,14.3,18.4,1,609.0,9,99,15.0,609.0,0.0,2,2,0.0,0,0,0.0
137,Franco Cervi,LM,2023-2024,29,Argentina,Celta Vigo,La Liga,17,546,6.1,5,12,249.0,34.0,1.0,18.0,25.0,5.0,225.0,284.0,16.0,0.0,137.0,74.0,82.2,9.0,2.5,-0.5,-0.5,-1.0,0.06,8,0.0,0.0,1,12.5,19.7,0,366.0,5,94,14.0,366.0,0.0,1,1,0.0,0,0,0.0
138,Muhammed Cham,AM,2023-2024,22,Austria,Clermont Foot,Ligue 1,33,2554,28.4,29,4,1154.0,162.0,6.0,118.0,9.0,71.0,1055.0,1327.0,99.0,1.0,491.0,409.0,82.1,107.0,8.7,-1.4,-1.5,0.9,0.08,69,0.06,0.15,26,37.7,22.0,10,1609.0,20,208,69.0,1604.0,8.0,4,12,4.0,4,5,1.0
139,Timothy Chandler,LM,2023-2024,33,United States,Eint Frankfurt,Bundesliga,6,18,0.2,0,6,22.0,3.0,0.0,4.0,3.0,0.0,18.0,26.0,2.0,0.0,7.0,9.0,75.0,2.0,0.2,-0.1,-0.1,0.9,0.04,2,0.0,0.0,1,50.0,17.8,0,30.0,0,1,2.0,30.0,0.0,1,1,0.0,0,0,0.0
140,Charlys,CM,2023-2024,19,Brazil,Hellas Verona,Serie A,2,25,0.3,0,2,6.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,4.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,8.0,0,2,0.0,8.0,0.0,0,0,0.0,0,0,0.0
141,Rayan Cherki,AM,2023-2024,19,France,Lyon,Ligue 1,33,1719,19.1,19,14,945.0,121.0,24.0,71.0,15.0,66.0,830.0,1069.0,85.0,6.0,364.0,336.0,84.0,98.0,9.4,-4.2,-4.2,1.8,0.09,57,0.02,0.06,17,29.8,15.7,1,1325.0,5,108,117.0,1325.0,1.0,6,7,1.0,0,0,0.0
142,Tawanda Chirewa,AM,2023-2024,19,Zimbabwe,Wolves,Premier League,8,145,1.6,1,7,54.0,3.0,0.0,4.0,0.0,0.0,46.0,58.0,3.0,2.0,29.0,14.0,77.8,2.0,0.2,-0.2,-0.2,0.0,0.05,3,0.0,0.0,1,33.3,21.0,0,86.0,2,17,5.0,86.0,0.0,0,0,0.0,0,0,0.0
143,Pedro Chirivella,CM,2023-2024,26,Spain,Nantes,Ligue 1,32,2594,28.8,31,1,1628.0,105.0,10.0,29.0,4.0,13.0,1494.0,1743.0,168.0,7.0,653.0,631.0,91.2,146.0,2.6,-0.5,-0.5,-0.1,0.09,17,0.06,0.17,6,35.3,19.8,0,1935.0,61,373,26.0,1935.0,1.0,1,2,1.0,0,0,0.0
144,Tahith Chong,AM,2023-2024,23,Netherlands,Luton Town,Premier League,33,1982,22.0,20,13,515.0,31.0,6.0,35.0,11.0,0.0,428.0,550.0,35.0,8.0,227.0,149.0,78.8,32.0,3.2,1.3,1.3,-0.5,0.09,31,0.13,0.57,7,22.6,16.6,0,819.0,30,160,52.0,819.0,4.0,0,4,4.0,0,0,0.0
145,Joris Chotard,DM,2023-2024,21,France,Montpellier,Ligue 1,31,2587,28.7,30,1,1113.0,62.0,19.0,33.0,3.0,3.0,961.0,1179.0,111.0,5.0,366.0,419.0,85.7,142.0,2.6,-0.6,-0.6,1.1,0.03,21,0.0,0.0,7,33.3,26.1,0,1481.0,118,483,18.0,1481.0,0.0,3,3,0.0,0,0,0.0
